,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
Y52B11A.4 I_-_10981584_10982303,Y52B11A.4,WBGene00013124,Y52B11A.4,I_-_10981584_10982303,2.07%,0%,3.96%,5.75%,20.33%,15.08%,3.92%,0%,0%,8.17%,0%,3.11%,1.79%,1.39%,5.28%,20.45%,0%,6.25%,4.17%,7.61%,0%,12.22%,11.22%,NA,3.27%,1.41%,0%,8.51%,8.39%,11.94%,3.97%,7.15%,0.96%,3.69%,0%,0%,7.29%,0%,1.92%,13.34%,3.59%,5%,5.71%,0%,2.50%,9.80%
Y52B11A.4 I_-_10983443_10984999,Y52B11A.4,WBGene00013124,Y52B11A.4,I_-_10983443_10984999,NA,0%,5.04%,1.25%,22.85%,0.83%,0%,0%,5.56%,7.50%,5%,15.83%,3.57%,NA,9.42%,1.68%,11.11%,5.56%,0%,4.69%,0%,13.39%,3.75%,5.01%,4.01%,4.85%,5.26%,38.89%,NA,NA,3.85%,1.96%,6.41%,6.18%,0%,0%,1.17%,2.50%,0%,1.85%,3.59%,2.38%,7.52%,NA,0.59%,3.87%
Y52B11A.4 I_-_10985086_10985457,Y52B11A.4,WBGene00013124,Y52B11A.4,I_-_10985086_10985457,NA,NA,NA,16.67%,39.07%,NA,0%,NA,NA,NA,NA,NA,NA,0%,NA,NA,0%,NA,0%,NA,NA,NA,NA,0%,NA,NA,10%,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,31.25%,NA,NA,NA,NA,NA
Y52B11A.4 I_-_10985086_10990502,Y52B11A.4,WBGene00013124,Y52B11A.4,I_-_10985086_10990502,NA,NA,5.06%,NA,NA,2.71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,17.31%,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y52B11A.4 I_-_10990627_11004124,Y52B11A.4,WBGene00013124,Y52B11A.4,I_-_10990627_11004124,NA,0%,5.91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08%,NA,NA,NA,NA,NA,NA,NA,NA
Y53C10A.5 I_+_11998873_11999023,Y53C10A.5,WBGene00013136,Y53C10A.5,I_+_11998873_11999023,6.55%,NA,12.08%,2.81%,27.32%,NA,NA,5.29%,10.89%,2.92%,2.35%,33.33%,4.93%,4.38%,NA,13.02%,7.15%,20.68%,NA,6.82%,NA,NA,4.81%,NA,10.74%,NA,6.59%,32.47%,13.81%,18.88%,2.89%,3.01%,6.30%,9.20%,0%,8.34%,NA,7.89%,19.41%,15.76%,NA,NA,NA,5.56%,11.33%,NA
Y53C10A.5 I_+_11999203_11999731,Y53C10A.5,WBGene00013136,Y53C10A.5,I_+_11999203_11999731,6.33%,NA,3.04%,0.77%,23.11%,3.25%,NA,22.83%,6.53%,33.84%,NA,NA,NA,NA,0%,9.12%,4.62%,26.77%,NA,NA,3.75%,NA,NA,NA,3.00%,NA,9.45%,20.01%,NA,20.49%,5.56%,0%,NA,NA,NA,0%,NA,6.20%,6.25%,4%,NA,1.92%,NA,NA,0%,NA
Y53C10A.5 I_+_12000232_12001216,Y53C10A.5,WBGene00013136,Y53C10A.5,I_+_12000232_12001216,7.02%,29.17%,NA,1.43%,11.18%,NA,NA,NA,4.17%,NA,NA,NA,NA,NA,8.33%,5.59%,7.31%,22.17%,21.88%,NA,0%,11.35%,22.92%,NA,2.31%,4.76%,NA,13.26%,2.78%,NA,3.13%,12.50%,NA,NA,0%,0%,NA,NA,5.30%,8.33%,3.33%,5.21%,NA,0%,2.65%,NA
Y53C12B.1 II_-_9745768_9745914,Y53C12B.1,WBGene00013143,Y53C12B.1,II_-_9745768_9745914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.26%
Y53F4A.5 II_+_3132262_3134097,Y53F4A.5,WBGene00201681,Y53F4A.5,II_+_3132262_3134097,4.55%,NA,0%,2.34%,NA,NA,0%,NA,NA,12.53%,0%,NA,NA,0%,NA,NA,NA,NA,NA,8.33%,0%,0%,0%,NA,NA,0%,0%,NA,NA,NA,0%,0%,NA,0%,NA,NA,NA,0%,0%,NA,NA,0%,0%,0%,0%,NA
Y53F4A.5 II_+_3134490_3134617,Y53F4A.5,WBGene00201681,Y53F4A.5,II_+_3134490_3134617,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,16.67%,NA,NA,NA,NA,NA
Y53F4A.5 II_+_3216595_3216752,Y53F4A.5,WBGene00201681,Y53F4A.5,II_+_3216595_3216752,20%,NA,NA,NA,NA,NA,NA,71.01%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y53F4A.5 II_+_3293090_3293198,Y53F4A.5,WBGene00201681,Y53F4A.5,II_+_3293090_3293198,65.25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25%,NA,NA,NA
Y53F4B.12 II_+_15019688_15020377,Y53F4B.12,WBGene00013159,Y53F4B.12,II_+_15019688_15020377,NA,NA,NA,NA,NA,NA,NA,NA,5.34%,NA,NA,0%,NA,NA,8.33%,NA,NA,21.68%,NA,1.93%,NA,NA,14.36%,NA,NA,NA,NA,NA,NA,1.35%,NA,NA,NA,NA,0%,0%,NA,NA,NA,0%,NA,NA,NA,15.33%,2.58%,NA
Y53F4B.12 II_+_15021732_15021930,Y53F4B.12,WBGene00013159,Y53F4B.12,II_+_15021732_15021930,NA,NA,NA,NA,NA,0%,0%,NA,49.93%,NA,NA,8.33%,NA,14.29%,0%,NA,8.33%,85.84%,12.50%,NA,0%,45.63%,27.39%,21.59%,0%,0%,2.83%,6.12%,NA,NA,NA,16.67%,NA,23.17%,0%,NA,NA,10.20%,NA,NA,16.29%,12.94%,30.09%,21.90%,NA,19.95%
Y53F4B.12 II_+_15021732_15022408,Y53F4B.12,WBGene00013159,Y53F4B.12,II_+_15021732_15022408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.34%,NA,NA,NA,NA,NA,29.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,8.33%,NA,NA,NA,NA,NA,NA
Y53F4B.12 II_+_15022054_15022408,Y53F4B.12,WBGene00013159,Y53F4B.12,II_+_15022054_15022408,NA,NA,NA,20.39%,NA,12.50%,NA,73.34%,36.82%,NA,NA,NA,NA,22.48%,NA,NA,8.33%,82.35%,NA,NA,20.83%,49.76%,45.81%,45.06%,0%,20.93%,46.75%,50.76%,NA,NA,47.50%,NA,35.60%,11.48%,NA,NA,62.92%,NA,NA,NA,49.00%,30.71%,42.82%,40.89%,18.75%,49.90%
Y53F4B.12 II_+_15022504_15022653,Y53F4B.12,WBGene00013159,Y53F4B.12,II_+_15022504_15022653,10.42%,0%,4.78%,10.42%,NA,4.17%,2.50%,23.75%,13.51%,0%,9.72%,7.05%,12.14%,12.04%,8.33%,4.76%,0%,15.76%,NA,7.65%,10.42%,7.20%,29.26%,3.41%,25%,8.84%,13.29%,25.83%,12.94%,12.50%,12.64%,1.76%,8.33%,10.16%,NA,0%,25.37%,2.47%,10.42%,0%,7.64%,5.90%,5.28%,17.96%,4.58%,15.96%
Y53F4B.12 II_+_15022809_15023215,Y53F4B.12,WBGene00013159,Y53F4B.12,II_+_15022809_15023215,NA,NA,15.03%,9.31%,74.25%,0%,NA,40.25%,11.23%,22.22%,NA,NA,NA,10.25%,0%,10.11%,6.25%,19.34%,13.33%,6.63%,NA,NA,8.88%,NA,23.79%,4.95%,NA,NA,3.94%,3.03%,12.66%,6.00%,9.25%,7.38%,0%,NA,NA,10.19%,4.46%,0.83%,9.24%,5.42%,6.91%,11.29%,3.64%,NA
Y53F4B.12 II_+_15023680_15024353,Y53F4B.12,WBGene00013159,Y53F4B.12,II_+_15023680_15024353,22.44%,NA,NA,NA,NA,0%,4.61%,NA,NA,NA,NA,NA,NA,NA,0%,NA,4.76%,18.31%,NA,NA,0%,NA,NA,NA,NA,NA,1.71%,NA,NA,6.67%,NA,2.78%,NA,NA,NA,0%,NA,NA,NA,4.17%,NA,NA,NA,12.73%,NA,NA
Y53F4B.12 II_+_15024652_15025373,Y53F4B.12,WBGene00013159,Y53F4B.12,II_+_15024652_15025373,NA,NA,9.46%,NA,NA,NA,9.52%,NA,NA,NA,NA,NA,NA,NA,NA,26.91%,1.52%,22.55%,NA,NA,11.11%,NA,NA,NA,NA,NA,NA,NA,NA,1.04%,NA,5.21%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,18.67%,NA,NA
Y53F4B.13 II_+_15026860_15027946,Y53F4B.13,WBGene00013160,Y53F4B.13,II_+_15026860_15027946,NA,NA,NA,NA,70.84%,NA,NA,NA,NA,32.27%,14.83%,32.54%,35.88%,NA,5.49%,38.57%,3.05%,NA,NA,NA,17.83%,NA,19.92%,NA,NA,NA,NA,NA,NA,NA,6.09%,7.90%,NA,NA,20.83%,NA,NA,19.60%,NA,1.52%,NA,NA,NA,NA,4.72%,16.99%
Y53F4B.13 II_+_15028828_15030065,Y53F4B.13,WBGene00013160,Y53F4B.13,II_+_15028828_15030065,NA,NA,NA,NA,NA,NA,10%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,46.30%,NA,NA,6.25%,NA,39.71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.29%,NA,NA,NA,NA,NA,NA,NA,39.18%
Y53F4B.13 II_+_15030385_15032757,Y53F4B.13,WBGene00013160,Y53F4B.13,II_+_15030385_15032757,NA,NA,NA,13.51%,NA,NA,NA,75.06%,0.27%,NA,NA,27.98%,NA,NA,NA,NA,NA,NA,NA,NA,5.56%,33.04%,NA,NA,NA,NA,14.84%,NA,NA,34.13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y53F4B.13 II_+_15033187_15034482,Y53F4B.13,WBGene00013160,Y53F4B.13,II_+_15033187_15034482,NA,NA,NA,NA,NA,NA,NA,63.53%,NA,48.06%,16.01%,0%,NA,NA,1.52%,NA,4.76%,52.79%,NA,NA,16.87%,13.32%,NA,34.32%,NA,15.60%,3.57%,36.64%,NA,5.40%,NA,NA,NA,NA,NA,16.67%,NA,NA,NA,NA,NA,NA,23.79%,NA,3.99%,NA
Y53F4B.13 II_+_15034697_15035547,Y53F4B.13,WBGene00013160,Y53F4B.13,II_+_15034697_15035547,NA,NA,NA,NA,NA,NA,NA,78.87%,NA,46.75%,NA,NA,NA,NA,18.75%,39.58%,20.67%,65.24%,NA,NA,NA,NA,NA,39.19%,NA,NA,15.02%,NA,NA,35.74%,18.55%,NA,NA,NA,NA,NA,NA,73.76%,NA,NA,NA,NA,NA,NA,4.66%,30.42%
Y53F4B.13 II_+_15035782_15036903,Y53F4B.13,WBGene00013160,Y53F4B.13,II_+_15035782_15036903,NA,NA,NA,NA,67.50%,NA,NA,NA,NA,28.73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.39%,35.20%,NA,NA,NA,NA,NA,10.72%,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,51.25%,7.97%,NA
Y53F4B.14 II_+_15038101_15038725,Y53F4B.14,WBGene00013161,Y53F4B.14,II_+_15038101_15038725,5.68%,53.20%,14.66%,9.92%,60.46%,0%,7.79%,45.01%,5.49%,44.43%,5.48%,3.91%,13.33%,6.37%,0.54%,46.77%,1.66%,35.28%,40.78%,2.43%,10.42%,8.58%,17.62%,23.55%,8.34%,6.59%,2.54%,16.87%,1.99%,13.63%,8.78%,2.36%,3.05%,2.14%,48.60%,0%,13.23%,9.04%,9.54%,0%,11.04%,6.90%,3.93%,35.14%,2.57%,9.46%
Y53F4B.14 II_+_15038786_15039094,Y53F4B.14,WBGene00013161,Y53F4B.14,II_+_15038786_15039094,12.91%,60.30%,28.91%,22.09%,51.28%,27.33%,12.95%,39.77%,5.27%,57.62%,6.93%,6.72%,51.34%,12.37%,4.11%,34.27%,4.11%,56.33%,33.63%,4.36%,14.78%,11.17%,18.30%,11.27%,9.35%,6.33%,9.70%,14.98%,5.16%,14.04%,12.51%,1.90%,4.71%,4.34%,37.22%,5.56%,10.84%,11.37%,9.44%,3.26%,9.76%,6.61%,7.30%,28.81%,1.28%,14.60%
Y53F4B.18 II_-_15068499_15069796,Y53F4B.18,WBGene00013164,Y53F4B.18,II_-_15068499_15069796,1.06%,NA,NA,NA,NA,3.13%,2.34%,20.86%,NA,23.37%,NA,NA,NA,NA,0%,NA,NA,NA,NA,3.41%,NA,NA,27.49%,NA,3.25%,NA,NA,NA,NA,21.67%,5.95%,NA,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,0%,NA,NA,NA
Y53F4B.18 II_-_15070412_15071419,Y53F4B.18,WBGene00013164,Y53F4B.18,II_-_15070412_15071419,NA,NA,NA,NA,NA,8.26%,NA,19.61%,NA,21.66%,NA,NA,NA,NA,1.92%,NA,0.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.84%
Y53F4B.21 II_+_15104656_15107149,Y53F4B.21,WBGene00013167,Y53F4B.21,II_+_15104656_15107149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61%,NA
Y53F4B.39 II_+_15110249_15112166,Y53F4B.39,WBGene00013176,Y53F4B.39,II_+_15110249_15112166,NA,NA,NA,2.30%,NA,NA,NA,NA,0.83%,NA,NA,NA,NA,NA,6.94%,NA,NA,NA,NA,NA,0%,54.33%,50.02%,NA,NA,NA,7.30%,NA,NA,15.94%,NA,5.42%,NA,NA,50%,0%,NA,NA,NA,8.09%,NA,NA,1.19%,NA,NA,NA
Y53F4B.9 II_-_15006377_15007091,Y53F4B.9,WBGene00013156,Y53F4B.9,II_-_15006377_15007091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.34%,0%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,19.49%,2.00%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA
Y53G8AL.1 III_+_3240274_3241154,Y53G8AL.1,WBGene00021799,Y53G8AL.1,III_+_3240274_3241154,NA,NA,NA,NA,NA,0%,NA,NA,NA,24.11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88%,NA
Y53G8AM.7 III_-_3264801_3266355,Y53G8AM.7,WBGene00021807,Y53G8AM.7,III_-_3264801_3266355,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.51%,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y53G8AM.8 III_-_3269386_3270199,Y53G8AM.8,WBGene00021808,Y53G8AM.8,III_-_3269386_3270199,NA,NA,2.21%,1.78%,NA,0%,NA,22.00%,9.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.40%,NA,NA,NA,NA,1.35%,NA,NA,NA,1.67%,NA,2.94%,NA,NA,NA,NA,NA,NA,NA,2.32%,2.98%,NA,NA,NA,NA
Y53G8AR.5 III_+_3299868_3300975,Y53G8AR.5,WBGene00021812,Y53G8AR.5,III_+_3299868_3300975,9.36%,0%,7.51%,4.19%,0.93%,2.11%,2.33%,2.38%,7.99%,6.17%,13.69%,4.17%,NA,5.28%,2.96%,0%,3.06%,NA,2%,3.77%,0%,7.48%,9.16%,4.62%,3.13%,4.03%,2.35%,17.10%,4.50%,15.90%,9.97%,NA,5.46%,5.90%,NA,0%,NA,4.64%,0%,0%,1.01%,11.73%,3.37%,NA,3.99%,12.70%
Y53G8AR.5 III_+_3301149_3301787,Y53G8AR.5,WBGene00021812,Y53G8AR.5,III_+_3301149_3301787,NA,NA,NA,NA,NA,2.22%,NA,NA,1.25%,NA,NA,NA,NA,NA,7.08%,NA,NA,NA,NA,NA,5%,16.61%,17.81%,25.53%,NA,NA,NA,NA,NA,NA,NA,NA,10.53%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66%
Y53G8AR.9 III_-_3319444_3320956,Y53G8AR.9,WBGene00021816,Y53G8AR.9,III_-_3319444_3320956,NA,NA,NA,NA,NA,NA,NA,14.87%,NA,NA,NA,NA,4.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05%,11.01%,NA,NA,NA,NA,NA,NA,5%,5.61%,NA,NA,NA,NA,NA,NA,NA,2.39%,NA,NA
Y53H1B.2 I_-_11293206_11293863,Y53H1B.2,WBGene00013181,Y53H1B.2,I_-_11293206_11293863,2.23%,NA,NA,51.81%,NA,NA,NA,7.47%,NA,NA,NA,NA,19.06%,NA,4.94%,0%,NA,NA,NA,NA,NA,22.64%,11.45%,NA,1.76%,NA,NA,NA,NA,22.17%,NA,NA,NA,NA,NA,3.57%,NA,NA,NA,8.32%,NA,NA,NA,15.83%,NA,NA
Y54E10A.11 I_-_3190770_3192523,Y54E10A.11,WBGene00021831,Y54E10A.11,I_-_3190770_3192523,NA,NA,NA,NA,NA,1.79%,NA,NA,NA,NA,NA,NA,NA,NA,2.50%,NA,NA,NA,NA,NA,NA,17.55%,31.20%,18.12%,NA,NA,NA,30.76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.34%
Y54E10BL.3 I_+_3004346_3005532,Y54E10BL.3,WBGene00021838,Y54E10BL.3,I_+_3004346_3005532,62.45%,47.62%,45.01%,NA,21.01%,29.18%,34.06%,48.84%,NA,59.85%,NA,25.34%,NA,NA,41.75%,48.86%,NA,NA,NA,NA,34.00%,55.56%,45.93%,32.95%,47.44%,NA,NA,41.17%,NA,42.02%,56.09%,42.79%,NA,NA,50.07%,NA,NA,27.74%,34.79%,34.19%,NA,NA,30.93%,NA,NA,38.23%
Y54E10BR.3 I_+_3025098_3026501,Y54E10BR.3,WBGene00021842,Y54E10BR.3,I_+_3025098_3026501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,36.98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y54E10BR.3 I_+_3026784_3028129,Y54E10BR.3,WBGene00021842,Y54E10BR.3,I_+_3026784_3028129,NA,NA,NA,NA,NA,2.08%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79%,NA,NA,NA,NA,NA,NA,21.97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,1.04%,NA,NA,NA,NA,NA,NA
Y54E10BR.4 I_+_3015819_3017896,Y54E10BR.4,WBGene00021843,Y54E10BR.4,I_+_3015819_3017896,NA,NA,NA,NA,NA,NA,1.57%,NA,NA,NA,NA,NA,NA,NA,NA,2.52%,NA,NA,NA,NA,NA,NA,41.60%,41.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y54E10BR.4 I_+_3018599_3019561,Y54E10BR.4,WBGene00021843,Y54E10BR.4,I_+_3018599_3019561,3.64%,NA,9.70%,3.57%,NA,NA,NA,NA,NA,NA,NA,25.18%,NA,NA,NA,9.72%,4.16%,NA,NA,2.48%,NA,NA,21.48%,NA,5.81%,NA,NA,27.20%,NA,31.95%,2.92%,4.28%,NA,NA,NA,NA,NA,9.02%,7.34%,NA,NA,1.90%,NA,NA,NA,NA
Y54E10BR.4 I_+_3019789_3021330,Y54E10BR.4,WBGene00021843,Y54E10BR.4,I_+_3019789_3021330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75%,NA,NA,NA,NA,30.62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y54E2A.10 II_+_14791617_14791906,Y54E2A.10,WBGene00013195,Y54E2A.10,II_+_14791617_14791906,6.76%,3.48%,NA,NA,0%,NA,NA,NA,NA,30.48%,NA,NA,NA,6.32%,3.57%,9.28%,NA,NA,NA,2.00%,1.14%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,2.93%,0%,NA,NA,3.79%,5.95%,NA,NA,4.39%,NA,NA,21.63%,13.12%
Y54E2A.4 II_+_14755230_14757916,Y54E2A.4,WBGene00013189,Y54E2A.4,II_+_14755230_14757916,NA,NA,NA,3.12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.01%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,4.80%,NA,NA,6.06%,NA
Y54E2A.4 II_+_14774577_14775294,Y54E2A.4,WBGene00013189,Y54E2A.4,II_+_14774577_14775294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.95%,30.57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70%,NA,NA,NA,2.27%,NA,NA,NA,NA
Y54E2A.4 II_+_14775668_14776527,Y54E2A.4,WBGene00013189,Y54E2A.4,II_+_14775668_14776527,NA,NA,NA,NA,NA,3.33%,2.39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56%,16.18%,NA,25.57%,NA,NA,3.70%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,5.19%,NA,NA,1.68%,NA
Y54E5A.5 I_-_14707267_14707506,Y54E5A.5,WBGene00013200,Y54E5A.5,I_-_14707267_14707506,9.82%,27.09%,NA,25.46%,NA,15.76%,10.98%,32.04%,NA,22.95%,17.54%,38.17%,8.20%,NA,17.66%,36.21%,NA,27.85%,20.95%,NA,16.83%,27.15%,21.52%,21.21%,NA,23.08%,NA,29.82%,19.10%,21.93%,NA,7.76%,NA,NA,NA,NA,NA,13.71%,NA,7.54%,NA,NA,19.07%,23.31%,NA,21.08%
Y54F10AL.1 III_+_2488025_2488947,Y54F10AL.1,WBGene00021847,Y54F10AL.1,III_+_2488025_2488947,2.01%,NA,NA,2.16%,30.74%,0%,NA,NA,1.84%,NA,NA,NA,NA,4.84%,1.57%,4.43%,NA,NA,NA,NA,NA,15.02%,14.67%,NA,3.31%,2.44%,2.84%,28.37%,NA,NA,NA,1.25%,NA,NA,NA,NA,NA,1.66%,NA,NA,1.59%,4.13%,NA,NA,NA,16.66%
Y54F10AL.1 III_+_2492889_2493867,Y54F10AL.1,WBGene00021847,Y54F10AL.1,III_+_2492889_2493867,NA,NA,3.84%,0.62%,NA,NA,NA,NA,1.72%,NA,NA,NA,NA,1.22%,1.59%,8.53%,4.08%,NA,NA,2.03%,NA,22.20%,34.70%,NA,NA,0.71%,1.56%,NA,4.90%,6.63%,0.61%,0%,3.01%,3.02%,NA,NA,NA,NA,NA,NA,1.63%,3.24%,1.32%,NA,4.44%,21.91%
Y54F10AM.5 III_+_2529429_2529537,Y54F10AM.5,WBGene00021849,Y54F10AM.5,III_+_2529429_2529537,0.73%,NA,2.59%,1.54%,NA,1.63%,5.09%,NA,2.41%,NA,NA,NA,NA,2.20%,NA,NA,1.34%,NA,NA,1.73%,3.93%,12.80%,NA,NA,3.47%,3.43%,2.71%,NA,6.33%,6.70%,3.60%,4.23%,1.82%,2.96%,24.53%,NA,NA,1.18%,3.17%,3.32%,2.26%,6.84%,1.88%,NA,3.14%,NA
Y54F10AM.5 III_+_2529657_2530227,Y54F10AM.5,WBGene00021849,Y54F10AM.5,III_+_2529657_2530227,2.26%,NA,3.46%,1.54%,NA,3.40%,1.59%,13.84%,1.12%,NA,NA,16.38%,30.65%,1.90%,1.85%,0.90%,3.24%,NA,NA,3.18%,2.41%,13.88%,18.23%,16.09%,2.39%,3.14%,2.19%,13.82%,2.62%,11.05%,2.74%,2.42%,2.14%,2.12%,NA,2.15%,18.16%,4.40%,2.23%,1.97%,2.62%,2.99%,1.46%,19.53%,1.25%,14.04%
Y54F10AM.6 III_+_2510857_2511454,Y54F10AM.6,WBGene00021850,Y54F10AM.6,III_+_2510857_2511454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17%,NA,NA,NA,NA,1.28%,NA,NA,NA,NA,NA,NA,2.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.61%
Y54G11A.1 II_-_14258518_14263023,Y54G11A.1,WBGene00013212,Y54G11A.1,II_-_14258518_14263023,9.08%,NA,1.52%,5.40%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,1.57%,0%,2.82%,NA,NA,NA,4.17%,NA,NA,8.80%,NA,0.30%,NA,NA,NA,NA,NA,4.41%,NA,NA,24.94%,NA,NA,NA,3.32%,NA,NA,NA,NA,NA,NA,10.62%
Y54G11A.2 II_+_14252637_14253683,Y54G11A.2,WBGene00013213,Y54G11A.2,II_+_14252637_14253683,NA,NA,NA,NA,NA,NA,NA,3.65%,3.98%,0%,NA,NA,NA,NA,NA,8.27%,NA,1.04%,NA,NA,NA,NA,NA,21.09%,NA,4.36%,NA,NA,NA,2.27%,NA,10.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y54G11A.2 II_+_14253968_14255150,Y54G11A.2,WBGene00013213,Y54G11A.2,II_+_14253968_14255150,4.78%,NA,NA,NA,NA,NA,NA,NA,1.84%,NA,NA,NA,NA,NA,7.89%,4.48%,6.74%,NA,NA,NA,5.59%,NA,21.88%,33.31%,4.91%,2.44%,NA,NA,3.22%,8.71%,NA,4.77%,NA,NA,NA,NA,NA,10.61%,2.31%,NA,NA,21.85%,NA,NA,2.54%,16.55%
