,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
rrn-1.1; rrn-1.2 I_+_15062634_15062652_15069849,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15062634_15062652_15069849,98.08%,80%,98.08%,96.67%,100%,100%,100%,81.25%,100%,100%,100%,100%,100%,97.73%,99%,100%,100%,100%,100%,98.04%,100%,94.98%,98.10%,97.46%,100%,98.61%,98.55%,100%,99.85%,100%,100%,95.29%,98.40%,98.72%,100%,100%,99.41%,100%,98.97%,100%,99.09%,98%,100%,100%,100%,98.55%
rrn-1.1; rrn-1.2 I_+_15062634_15063803_15069680,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15062634_15063803_15069680,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.61%,45.45%,NA,90.87%,NA,NA,NA,72.14%,NA,NA,NA,NA,NA,NA,22.73%,NA,NA,NA,NA,NA,NA
rrn-1.1; rrn-1.2 I_+_15062654_15062673_15069676,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15062654_15062673_15069676,16.67%,31.25%,3.54%,0%,0%,7.15%,0%,28.13%,0%,3.13%,0%,0%,0%,6.58%,0%,0%,0%,8.33%,0%,0%,0%,0%,10.21%,0%,2.88%,6.12%,0%,1.32%,2.52%,0%,12.19%,1.85%,15.12%,10.60%,0%,0%,0.69%,0%,0%,13.33%,9.77%,12.22%,11.46%,25%,6.67%,3.85%
rrn-1.1; rrn-1.2 I_+_15062654_15062791_15069687,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15062654_15062791_15069687,33.42%,36.02%,18.75%,4.87%,7.84%,9.93%,14.08%,6.43%,44.83%,32.71%,40.47%,45.53%,26.01%,24.85%,5.70%,6.62%,5.07%,33.86%,34.05%,39.27%,17.03%,61.16%,63.58%,69.09%,7.06%,34.23%,18.86%,31.39%,36.32%,77.00%,48.35%,45.84%,30.08%,52.80%,48.46%,10.56%,35.98%,5.39%,19.04%,22.63%,20.72%,24.36%,13.28%,37.77%,77.15%,65.18%
rrn-1.1; rrn-1.2 I_+_15062661_15062673_15069676,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15062661_15062673_15069676,23.38%,36.62%,29.86%,36.41%,39.47%,36.44%,34.25%,31.99%,30.54%,27.34%,20.48%,41.77%,47.90%,28.22%,40.05%,38.00%,NA,23.71%,26.40%,34.19%,26.69%,23.20%,30.95%,31.65%,NA,31.61%,28.90%,30.52%,24.24%,27.76%,NA,26.70%,28.72%,21.20%,38.64%,44.89%,32.64%,34.83%,34.62%,11.11%,32.90%,33.98%,NA,44.73%,28.07%,27.61%
rrn-1.1; rrn-1.2 I_+_15062673_15062812_15069676,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15062673_15062812_15069676,80.98%,81.37%,83.46%,96.98%,97.07%,93.33%,91.97%,94.95%,78.39%,98.14%,52.36%,40.79%,94.74%,93.85%,92.36%,98.86%,96.00%,91.69%,70.89%,71.78%,93.89%,68.08%,88.69%,72.32%,93.40%,87.54%,64.98%,93.88%,79.53%,78.89%,79.25%,82.22%,80.59%,82.71%,100%,74.68%,86.31%,93.03%,82.85%,80.37%,86.22%,86.50%,93.77%,82.66%,71.50%,64.45%
rrn-1.1; rrn-1.2 I_+_15062791_15063525_15069687,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15062791_15063525_15069687,NA,5.45%,NA,22.49%,10.67%,26.25%,2.38%,5.14%,31.51%,6.99%,35.42%,36.47%,40.85%,NA,61.37%,9.76%,NA,14.73%,19.12%,NA,NA,NA,51.39%,NA,NA,NA,NA,32.21%,68.29%,61.38%,82.11%,NA,NA,NA,18.18%,50%,24.81%,NA,19.37%,59.74%,NA,34.36%,NA,28.26%,74.91%,NA
rrn-1.1; rrn-1.2 I_+_15062812_15063033_15070009,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15062812_15063033_15070009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78%,NA,NA,NA,NA,NA,NA,NA,0%,0%,NA,NA,NA,NA,NA,1.79%,NA,33.34%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA
rrn-1.1; rrn-1.2 I_+_15062880_15063304_15069959,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15062880_15063304_15069959,98.07%,50%,NA,88.83%,97.56%,100%,100%,77.30%,98.25%,100%,100%,100%,100%,99.36%,46.90%,88.89%,100%,86.67%,95.46%,95.09%,50%,NA,NA,NA,93.54%,91.83%,NA,100%,NA,79.73%,NA,95.54%,91.88%,90.44%,100%,NA,97.75%,99.21%,90.26%,99.17%,96.07%,91.43%,91.15%,96.88%,99.43%,NA
rrn-1.1; rrn-1.2 I_+_15062948_15063304_15069959,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15062948_15063304_15069959,96.97%,100%,95.41%,92.15%,99.07%,95.74%,93.50%,94.08%,89.82%,91.70%,96.80%,99.17%,98.72%,94.69%,93.39%,95.89%,97.52%,98.39%,99.05%,98.90%,97.92%,93.08%,96.68%,95.85%,96.94%,90.90%,88.55%,94.31%,95.55%,90.79%,91.86%,85.40%,96.80%,95.18%,100%,97.50%,96.67%,97.50%,95.80%,98.92%,96.60%,95.78%,92.89%,96.67%,98.92%,92.59%
rrn-1.1; rrn-1.2 I_+_15063033_15063332_15070144,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15063033_15063332_15070144,NA,NA,NA,NA,NA,NA,NA,NA,26.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rrn-1.1; rrn-1.2 I_+_15063033_15063337_15070144,rrn-1.1; rrn-1.2,WBGene00004512; WBGene00004513,F31C3.7; F31C3.8,I_+_15063033_15063337_15070144,NA,NA,93.99%,NA,100%,NA,NA,NA,73.13%,NA,85.99%,41.20%,100%,84.41%,NA,NA,97.06%,NA,80.47%,NA,NA,95.56%,88.64%,NA,89.06%,79.00%,86.27%,80.85%,66.80%,NA,NA,67.78%,86.37%,91.83%,87.50%,100%,NA,NA,NA,94.74%,NA,92.25%,NA,90.39%,97.30%,94.32%
rrn-1.2 I_-_15063698_15070472_15070895,rrn-1.2,WBGene00004513,F31C3.8,I_-_15063698_15070472_15070895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.87%,NA,NA,NA,NA,NA,NA
rrn-1.2 I_+_15063525_15065333_15069987,rrn-1.2,WBGene00004513,F31C3.8,I_+_15063525_15065333_15069987,31.59%,30.38%,80.11%,86.03%,50%,50%,29.81%,51.84%,59.54%,32.02%,75.68%,73.01%,72.73%,88.38%,81.25%,92.75%,98.77%,90%,66.67%,51.60%,12.50%,71.39%,76.16%,83.96%,87.49%,83.81%,76.41%,83.05%,80.09%,62.50%,70.42%,83.01%,76.65%,69.09%,100%,100%,62.22%,93.33%,79.09%,88.46%,91.89%,99.13%,72.98%,82.14%,73.03%,84.88%
rrn-1.2 I_+_15063585_15063838_15070780,rrn-1.2,WBGene00004513,F31C3.8,I_+_15063585_15063838_15070780,55.99%,86.67%,86.51%,83.33%,100%,54.55%,100%,100%,72.62%,100%,70%,58.33%,100%,77.56%,77.01%,100%,74.17%,86.67%,100%,57.95%,100%,85.93%,86.76%,83.28%,89.44%,NA,85.28%,79.49%,NA,73.89%,NA,61.64%,59.29%,63.84%,100%,NA,78.75%,79.63%,66.37%,NA,69.31%,50.34%,59.59%,82.14%,76.39%,79.95%
rrn-3.1 I_+_15060362_15065914_15067558,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060362_15065914_15067558,NA,NA,75.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,77.38%,NA,68.47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.54%,NA,NA,NA
rrn-3.1 I_+_15060401_15060403_15067468,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060401_15060403_15067468,NA,36.11%,NA,70.75%,100%,NA,NA,62.50%,41.67%,0%,55.68%,29.17%,0%,NA,82.96%,56.84%,NA,37.50%,80%,NA,66.67%,NA,31.25%,53.02%,NA,NA,NA,32.22%,NA,50%,NA,46.67%,NA,58.59%,NA,NA,63.64%,95.46%,57.29%,NA,52.78%,NA,NA,30.56%,53%,NA
rrn-3.1 I_+_15060401_15066122_15067401,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060401_15066122_15067401,40.83%,NA,NA,44.19%,80%,NA,NA,NA,NA,50%,NA,NA,100%,NA,NA,53.70%,NA,52.78%,33.33%,NA,NA,NA,84.85%,NA,NA,NA,NA,NA,NA,NA,NA,23.48%,NA,47.24%,0%,NA,NA,NA,NA,NA,NA,NA,NA,44.44%,NA,NA
rrn-3.1 I_+_15060403_15065584_15067468,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060403_15065584_15067468,NA,75.99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA
rrn-3.1 I_+_15060439_15060742_15065672,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060439_15060742_15065672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.07%,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rrn-3.1 I_+_15060439_15061092_15065672,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060439_15061092_15065672,NA,NA,9.57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.50%,46.67%,0%,NA,37.35%,NA,NA,NA,NA,NA,NA,NA,NA,24.01%,21.39%,NA,NA,NA
rrn-3.1 I_+_15060503_15065584_15067211,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060503_15065584_15067211,NA,NA,47.37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.44%
rrn-3.1 I_+_15060503_15066438_15067211,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060503_15066438_15067211,20.98%,NA,41.91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.91%,NA,NA,NA,NA,NA,NA,12.88%,NA,NA,NA,NA,NA,NA,NA,NA,42.29%,31.34%,NA,NA,NA
rrn-3.1 I_+_15060546_15065246_15065409,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060546_15065246_15065409,64.17%,50%,NA,84.62%,100%,NA,NA,100%,20.83%,100%,58.33%,83.34%,0%,NA,52.08%,50%,NA,0%,0%,58.33%,65.63%,0%,50%,0%,NA,60.35%,NA,26.19%,NA,55.56%,NA,11.11%,75.56%,31.11%,NA,37.50%,62.30%,67.36%,46.25%,NA,NA,58.21%,70.42%,66.67%,44.72%,33.33%
rrn-3.1 I_+_15060546_15065333_15067390,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060546_15065333_15067390,33.68%,NA,NA,30.67%,0%,NA,NA,16.67%,NA,25%,45.83%,100%,NA,NA,NA,75%,60.61%,NA,16.67%,NA,NA,NA,37.78%,NA,NA,NA,NA,NA,NA,NA,NA,77.78%,53.98%,15%,NA,NA,5%,50%,68.75%,NA,NA,NA,38.15%,0%,NA,16.67%
rrn-3.1 I_+_15060725_15065116_15065275,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060725_15065116_15065275,72.65%,73.49%,NA,80.84%,68.75%,NA,NA,96.67%,75.32%,87.50%,80.77%,84.72%,NA,NA,NA,88.89%,NA,83.34%,63.33%,NA,74.40%,73.22%,94.44%,63.16%,NA,79.37%,NA,61.75%,NA,77.47%,NA,76.51%,79.89%,86.35%,75%,36.12%,82.49%,79.12%,75.31%,NA,NA,NA,69.81%,62.86%,NA,91.10%
rrn-3.1 I_+_15060725_15065745_15067062,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060725_15065745_15067062,9.90%,NA,12.05%,11.62%,NA,NA,NA,6.44%,11.94%,NA,NA,NA,NA,10.29%,32.44%,11.90%,NA,3.41%,NA,NA,14.89%,NA,NA,NA,NA,22.92%,NA,NA,NA,NA,NA,1.61%,8.93%,9.95%,50%,NA,NA,24.69%,11.50%,NA,16.18%,NA,5.57%,NA,37.05%,NA
rrn-3.1 I_+_15060742_15061092_15065672,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060742_15061092_15065672,27.71%,37.50%,35.76%,18.75%,0%,19.44%,33.33%,16.67%,0%,33.33%,0%,0%,NA,34.80%,8.33%,30%,30.56%,37.50%,0%,36.93%,25%,75%,25%,0%,61.30%,16.67%,41.67%,16.67%,49.80%,NA,11.54%,7.41%,22.62%,34.67%,NA,0%,0%,34.20%,30.41%,50%,24%,29.01%,11.98%,16.67%,13.92%,25%
rrn-3.1 I_+_15060762_15065745_15067062,rrn-3.1,WBGene00004622,F31C3.9,I_+_15060762_15065745_15067062,10.97%,9.13%,NA,5.62%,0%,NA,NA,12.50%,21.15%,2.50%,1.11%,2.38%,NA,NA,NA,NA,8.66%,7.44%,3.70%,NA,16.17%,12.50%,11.38%,2.44%,NA,2.13%,NA,27.39%,NA,NA,3.19%,0.56%,5.02%,6.69%,50%,8.34%,8.63%,24.88%,5.86%,NA,NA,NA,2.35%,1.79%,33.55%,7.67%
rrn-3.1 I_+_15061034_15065431_15066274,rrn-3.1,WBGene00004622,F31C3.9,I_+_15061034_15065431_15066274,9.17%,12.50%,42.39%,NA,NA,34.62%,NA,62.50%,24.85%,37.50%,6.67%,66.67%,0%,NA,34.82%,23.81%,30%,33.33%,100%,32.02%,43.92%,NA,11.11%,25%,NA,30.71%,NA,0%,NA,NA,NA,2.56%,23.91%,28%,NA,NA,25%,41.07%,36.65%,80.30%,NA,40.28%,NA,25%,41%,75%
rrn-3.1 I_+_15061074_15061149_15068022,rrn-3.1,WBGene00004622,F31C3.9,I_+_15061074_15061149_15068022,29.17%,36.67%,69.05%,76.95%,50%,33.33%,43.16%,66.67%,50%,33.33%,29%,44.44%,50%,77.09%,81.25%,53.57%,66.67%,45.83%,50%,33.33%,66.67%,49.76%,64.29%,55.56%,81.95%,75%,19.45%,0%,69.45%,0%,91.67%,100%,35.12%,69.79%,0%,NA,15%,39.58%,33.33%,50%,48.33%,55.11%,61.61%,0%,30.67%,41.97%
rrn-3.1 I_+_15065028_15065234_15065994,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065028_15065234_15065994,5.78%,11.15%,6.39%,5.36%,0%,11.11%,NA,3.57%,11.92%,12.50%,13.33%,0%,0%,NA,9.03%,2.86%,NA,41.25%,3.33%,2.33%,2.98%,0%,1.59%,2.50%,NA,16.75%,NA,0%,6.76%,0%,8.50%,3.03%,8.79%,3.57%,32.15%,0%,0%,2.07%,1.77%,5.80%,10.75%,7.49%,7.23%,8.33%,12.19%,2.78%
rrn-3.1 I_+_15065139_15065333_15067401,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065139_15065333_15067401,NA,NA,NA,47.18%,NA,NA,NA,58.10%,18.06%,70%,88.89%,83.81%,33.34%,NA,NA,79.80%,NA,NA,74.78%,NA,NA,NA,46.03%,29.21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.67%,100%,NA,69.58%,NA,NA,NA,37.81%,NA,NA,61.67%,NA,NA
rrn-3.1 I_+_15065139_15066122_15067401,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065139_15066122_15067401,NA,75.62%,NA,66.47%,0%,NA,NA,90.97%,NA,83.33%,92.06%,100%,100%,NA,NA,78.75%,NA,62.50%,78.33%,NA,NA,NA,66.67%,NA,NA,NA,NA,NA,NA,NA,NA,17.06%,NA,57.75%,50%,NA,88.33%,NA,34.85%,NA,NA,NA,NA,71.11%,NA,NA
rrn-3.1 I_+_15065200_15065793_15066821,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065200_15065793_15066821,NA,66.89%,NA,68.84%,100%,NA,NA,87.50%,NA,61.67%,86.01%,83.33%,57.78%,NA,NA,52.78%,NA,73.61%,66.91%,NA,68.81%,55.61%,77.59%,91.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.56%,NA,NA,NA,72.32%,NA,NA,75%,NA,NA
rrn-3.1 I_+_15065200_15066015_15066821,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065200_15066015_15066821,NA,NA,NA,NA,NA,NA,NA,82.50%,65.43%,33.61%,81.99%,NA,72.22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.89%,NA,NA,NA,NA,57.53%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rrn-3.1 I_+_15065200_15066422_15066821,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065200_15066422_15066821,NA,62.77%,NA,63.95%,100%,NA,NA,87.31%,NA,62.50%,90.72%,83.33%,100%,NA,NA,NA,NA,73.49%,70.50%,NA,75.88%,NA,86.67%,95%,NA,NA,NA,NA,NA,NA,NA,36.83%,NA,NA,70%,NA,87.59%,NA,NA,NA,78.14%,NA,NA,68.18%,NA,NA
rrn-3.1 I_+_15065234_15065626_15065994,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065234_15065626_15065994,92.03%,95%,95.52%,84.26%,92.86%,93.33%,83.80%,86.43%,93.94%,95%,78.70%,88.89%,100%,79.73%,88.10%,96.30%,85.15%,78.57%,98.67%,90.20%,72.94%,96.08%,84.52%,80.87%,NA,85.45%,74.50%,85.93%,89.26%,99.69%,88.89%,96.77%,88.63%,91.92%,75%,86.66%,90.13%,92.32%,88.84%,94.60%,90.90%,NA,90.11%,100%,89.86%,93.75%
rrn-3.1 I_+_15065301_15065673_15067090,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065301_15065673_15067090,37.18%,10.61%,NA,19.58%,25%,NA,NA,45.48%,27.60%,8.06%,37.69%,33.61%,41.67%,NA,33.20%,27.24%,32.54%,31.01%,26.67%,NA,21.97%,83.33%,20.04%,53.13%,NA,19.21%,NA,40.88%,NA,NA,NA,11.18%,19.87%,38.60%,NA,NA,29.54%,NA,28.55%,NA,NA,NA,NA,30.66%,25.62%,NA
rrn-3.1 I_+_15065333_15066122_15067401,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065333_15066122_15067401,NA,NA,NA,NA,NA,NA,NA,NA,79.56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27%,NA,NA,NA,NA,NA,NA,NA,NA,68.83%,NA,NA,NA,NA,NA
rrn-3.1 I_+_15065431_15065484_15066274,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065431_15065484_15066274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.35%,NA,NA,NA,34.21%,NA,NA,82.93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rrn-3.1 I_+_15065431_15065584_15066274,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065431_15065584_15066274,50.95%,70%,NA,41.72%,NA,NA,NA,35.19%,56.92%,40%,75.33%,33.33%,50%,NA,61.32%,94.12%,NA,33.33%,0%,NA,28.38%,NA,58.33%,NA,NA,57.69%,NA,30%,55.04%,NA,NA,60.56%,NA,59.83%,NA,NA,43.33%,44.15%,56.06%,NA,39.23%,NA,62.26%,58.33%,NA,NA
rrn-3.1 I_+_15065467_15066790_15067090,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065467_15066790_15067090,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,50%,NA,100%,NA,NA,20%,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,33.33%,NA,57.98%,NA,NA,NA,47.55%,NA,NA,33.33%,NA,NA,NA,NA,NA,NA,33.34%,NA,NA
rrn-3.1 I_+_15065476_15065551_15067596,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065476_15065551_15067596,NA,NA,NA,31.96%,100%,30.69%,NA,87.50%,56.90%,70.83%,59.45%,25%,0%,NA,NA,NA,NA,NA,50%,NA,45.83%,NA,NA,75%,NA,NA,42.50%,50%,NA,NA,NA,NA,NA,NA,NA,33.34%,72.38%,NA,NA,40.35%,37.33%,NA,NA,50%,NA,NA
rrn-3.1 I_+_15065476_15067402_15067596,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065476_15067402_15067596,24.37%,29.86%,14.80%,41.75%,50%,NA,NA,54.55%,56.95%,79.17%,48.33%,14.29%,0%,NA,39.96%,1.39%,NA,29.17%,20%,27.13%,39.29%,10%,9.70%,40.74%,NA,30.66%,NA,49.52%,NA,29.06%,NA,10.25%,15.94%,15.89%,0%,NA,32.10%,7.14%,15.84%,80.95%,31.40%,15.33%,NA,22.22%,26.71%,41.35%
rrn-3.1 I_+_15065484_15065584_15066274,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065484_15065584_15066274,NA,NA,NA,16.58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rrn-3.1 I_+_15065551_15067402_15067596,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065551_15067402_15067596,34.38%,28.29%,20.24%,51.65%,0%,96.08%,NA,25%,49.75%,50%,42.67%,42.86%,3.34%,NA,32.14%,3.85%,30.41%,8.34%,6.25%,19.64%,52.50%,NA,6.67%,11.11%,NA,17.41%,NA,54.17%,NA,NA,NA,2.17%,17.50%,13.92%,0%,22.50%,20.83%,44.55%,16.27%,77.78%,45.24%,17.13%,NA,25%,51.98%,14.45%
rrn-3.1 I_+_15065584_15066438_15067211,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065584_15066438_15067211,35.57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.67%,NA,19.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85%,NA,NA,NA,60.42%
rrn-3.1 I_+_15065659_15065673_15067090,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065659_15065673_15067090,NA,34.60%,NA,12.55%,60%,NA,NA,20.56%,22.62%,19.55%,37.96%,NA,37.50%,NA,NA,5.88%,NA,18.75%,10%,NA,18.25%,NA,13.81%,NA,NA,13.45%,NA,25%,NA,NA,NA,13.86%,19.13%,26%,NA,NA,11.57%,20.39%,30.30%,NA,NA,NA,NA,41.07%,NA,25.70%
rrn-3.1 I_+_15065681_15067212_15067920,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065681_15067212_15067920,63.96%,56.67%,NA,75.06%,100%,NA,NA,0%,42.95%,82.22%,51.67%,100%,100%,54.50%,69.73%,56.84%,66.29%,61.11%,100%,57.41%,58.04%,NA,62.50%,42.86%,NA,89.10%,NA,61.90%,NA,95.46%,NA,58.72%,79.83%,73.50%,0%,81.25%,78%,69.54%,84.45%,67.17%,61.41%,NA,NA,NA,76.17%,44.44%
rrn-3.1 I_+_15065745_15065793_15067062,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065745_15065793_15067062,NA,93.34%,NA,96.63%,74.75%,NA,NA,97.83%,93.52%,100%,97.22%,100%,NA,NA,NA,NA,NA,89.30%,87.96%,NA,94.44%,NA,100%,98.98%,NA,NA,NA,73.25%,NA,78.23%,98.75%,94.81%,NA,96.72%,NA,NA,78.28%,NA,NA,NA,NA,NA,NA,86.34%,NA,99%
rrn-3.1 I_+_15065751_15065995_15066843,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065751_15065995_15066843,70.49%,73.33%,50.43%,68.98%,62.86%,86.81%,58.81%,62.50%,59.78%,27.08%,79.82%,90%,66.67%,69.55%,58.33%,46.88%,71.17%,64.88%,0%,75.38%,71.67%,86.67%,83.33%,46.67%,NA,72.61%,81.97%,52.98%,64.35%,16.16%,NA,49.21%,67.04%,50.83%,0%,92.86%,65%,37.45%,76.25%,70.77%,52.86%,55.78%,61.36%,75%,59.57%,91.67%
rrn-3.1 I_+_15065793_15065995_15066780,rrn-3.1,WBGene00004622,F31C3.9,I_+_15065793_15065995_15066780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rrn-3.1 I_+_15066438_15067212_15067606,rrn-3.1,WBGene00004622,F31C3.9,I_+_15066438_15067212_15067606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.28%,NA,NA,NA,NA,NA,NA,NA,89.58%,NA,NA,NA,82.95%,NA,91.67%,NA,NA,78.33%,NA,NA,NA,NA,NA,NA,NA
rrn-3.1 I_+_15066822_15067402_15067596,rrn-3.1,WBGene00004622,F31C3.9,I_+_15066822_15067402_15067596,NA,NA,10.62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13%,20.26%,NA,NA,NA
rsd-2 IV_-_13531043_13531627_13531753,rsd-2,WBGene00004681,F52G2.2,IV_-_13531043_13531627_13531753,0%,4.17%,10.93%,3.08%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.45%,3.57%,7.54%,1.33%,0%,0%,0%,0%,0%,5.29%,2.78%,12.18%,8.77%,0%,11.70%,2.95%,0%,4.86%,5.55%,0.83%,2.11%,0%,NA,3.52%,0%,2.50%,3.85%,2.09%,0%,3.75%,3.57%,3.24%,0%
