,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
syd-9 X_+_7218605_7220176_7220227_7220971,syd-9,WBGene00044068,ZK867.1,X_+_7218605_7220176_7220227_7220971,29.95%,28.54%,32.26%,52.47%,54.69%,27.29%,24.32%,27.29%,27.09%,56.70%,43.19%,53.95%,33.78%,36.90%,36.06%,31.28%,36.46%,28.44%,28.36%,29.52%,23.53%,20.46%,62.92%,25.49%,39.15%,10.50%,33.18%,26.55%,27.53%,43.75%,25.01%,40.73%,42.42%,37.21%,35.35%,20.84%,32.46%,33.48%,29.00%,10.33%,25.77%,54.14%,35.17%,42.37%,24.21%,34.16%
syd-9 X_+_7221791_7223870_7223941_7223991,syd-9,WBGene00044068,ZK867.1,X_+_7221791_7223870_7223941_7223991,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,80.20%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
syg-2 X_+_14657918_14657965_14658004_14658344,syg-2,WBGene00007750,C26G2.1,X_+_14657918_14657965_14658004_14658344,0%,14.88%,50%,15.57%,NA,NA,0%,19.44%,21.67%,48.08%,100%,100%,NA,60.02%,5%,NA,70.84%,75%,46.43%,50.96%,30.28%,36.11%,98.23%,15.63%,25%,45.14%,63.34%,0%,74.29%,50%,29.76%,23.88%,73.88%,63.26%,NA,10%,17.54%,28.25%,60.73%,25%,10.69%,100%,13.51%,100%,0%,46.73%
T01G1.2 IV_+_11354588_11354634_11354801_11354851,T01G1.2,WBGene00011337,T01G1.2,IV_+_11354588_11354634_11354801_11354851,100%,99.49%,100%,99.83%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99.93%,98.40%,99.49%,98.05%,99.53%,100%,93.63%,96.83%,NA,NA,NA,99.62%,100%,93.15%,100%,100%,100%,NA,100%,100%,100%,100%,100%,100%,99.37%,100%,100%,100%,99.95%,100%,100%,100%,NA
T03G11.3 X_+_5174572_5174650_5174721_5174773,T03G11.3,WBGene00020196,T03G11.3,X_+_5174572_5174650_5174721_5174773,81.85%,69.61%,100%,83.33%,NA,94.10%,86.94%,91.49%,87.09%,79.55%,100%,100%,NA,94.29%,100%,100%,100%,95.55%,100%,88.53%,69.79%,100%,100%,80.56%,100%,100%,97.95%,94.02%,100%,100%,93.18%,100%,89.39%,100%,100%,NA,82.57%,100%,97.05%,75%,97.32%,100%,100%,68.75%,100%,100%
T03G11.3 X_+_5177010_5177071_5177244_5177291,T03G11.3,WBGene00020196,T03G11.3,X_+_5177010_5177071_5177244_5177291,NA,99.39%,100%,90.97%,NA,NA,98.21%,100%,100%,99.56%,100%,100%,NA,100%,NA,NA,91.11%,100%,100%,NA,91.47%,NA,100%,100%,100%,100%,NA,6.56%,100%,100%,67.19%,100%,96.46%,81.25%,33.34%,NA,75%,100%,75%,100%,79.06%,85.42%,80.42%,100%,100%,70%
T04C9.1 III_+_6004641_6004804_6004948_6005249,T04C9.1,WBGene00020209,T04C9.1,III_+_6004641_6004804_6004948_6005249,26.67%,21.14%,22.72%,17.62%,5.17%,10.56%,11.99%,19.12%,23.86%,5.84%,21.85%,31.38%,11%,16.25%,15.22%,11.26%,13.55%,11.52%,27.65%,22.99%,40%,80.04%,85.88%,20.65%,18.06%,55.29%,67.99%,26.38%,41.92%,38.04%,70.14%,44.13%,50.91%,62.50%,51.25%,20.30%,20.36%,23.26%,12.16%,34.29%,22.44%,88.78%,44.31%,84.66%,71.32%,37.48%
T05C12.11 II_-_8169967_8170241_8170259_8170315,T05C12.11,WBGene00011473,T05C12.11,II_-_8169967_8170241_8170259_8170315,17.78%,NA,57.50%,11.11%,NA,NA,NA,NA,20%,NA,33.33%,0%,96.68%,43.75%,0%,79.63%,33.33%,NA,NA,100%,0%,67.86%,88.89%,NA,60.19%,100%,17.06%,8.33%,33.34%,0%,33.34%,11.11%,0%,53.33%,94.22%,NA,42.50%,100%,8.34%,50%,6.86%,64.47%,4.17%,NA,NA,56.95%
T06F4.1 X_-_4058261_4058811_4058833_4059122,T06F4.1,WBGene00020294,T06F4.1,X_-_4058261_4058811_4058833_4059122,15.81%,11.82%,28.43%,27.69%,16.67%,16.53%,45.52%,27.61%,18.89%,17.10%,27.67%,15.49%,3.96%,75.28%,39.30%,10.01%,24.03%,34.94%,20.83%,21.72%,17.06%,37.72%,6.32%,33.58%,22.36%,50.90%,17.23%,8.60%,29.47%,13.49%,24.65%,41.64%,32.74%,36.13%,74.55%,31.52%,37.62%,29.20%,9.38%,29.71%,27.00%,28.28%,34.39%,4.21%,37.37%,23.06%
T06G6.3 I_-_12710554_12710599_12710662_12711112,T06G6.3,WBGene00011545,T06G6.3,I_-_12710554_12710599_12710662_12711112,94.60%,99.60%,74.04%,84.26%,63.10%,93.29%,92.97%,78.69%,92.10%,87.53%,77.85%,85.22%,100%,67.50%,71.50%,88.39%,61.66%,86.59%,87.61%,71.51%,41.29%,77.93%,87.56%,80.62%,93.48%,85.31%,85.43%,81.14%,90.41%,45.62%,65.38%,85.39%,87.21%,77.22%,57.74%,88.75%,64.71%,87.99%,48.19%,85.78%,91.81%,60.66%,78.78%,90.45%,99.43%,83.69%
T06G6.6 I_+_12718439_12718766_12718847_12718953,T06G6.6,WBGene00011548,T06G6.6,I_+_12718439_12718766_12718847_12718953,15.28%,12.50%,24.39%,22.46%,12.50%,15.49%,38.94%,16.67%,42.64%,19.45%,31.67%,8.33%,27.89%,26.81%,31.26%,NA,17.85%,40.55%,16.51%,28.05%,5%,19.05%,33.92%,41.18%,21.45%,39.53%,22.70%,10.27%,11.31%,15.83%,18.80%,13.61%,16.98%,20.94%,13.75%,0%,28.09%,14.09%,25.15%,23.50%,15.47%,43.18%,20.62%,41.92%,26.97%,23.92%
T08G11.1 I_-_8909147_8909272_8909353_8909583,T08G11.1,WBGene00011629,T08G11.1,I_-_8909147_8909272_8909353_8909583,59.43%,47.97%,51.63%,52.63%,28.58%,50.40%,16.50%,41.87%,50.11%,58.33%,59.47%,58.10%,75.65%,49.02%,64.44%,75%,40.06%,40.04%,58.81%,42.28%,44.17%,52.72%,48.42%,57.63%,47.75%,53.06%,57.87%,64.08%,60.78%,69.46%,53.89%,57.93%,59.66%,61.98%,61.11%,58.34%,52.55%,94.84%,56.69%,75.38%,46.31%,48.11%,59.22%,72.65%,45.29%,62.61%
T09B9.3 X_-_9760611_9760656_9760749_9761059,T09B9.3,WBGene00011644,T09B9.3,X_-_9760611_9760656_9760749_9761059,98.51%,NA,100%,100%,NA,NA,100%,NA,97.80%,100%,NA,100%,NA,100%,NA,100%,100%,100%,NA,100%,100%,100%,100%,100%,100%,NA,100%,100%,100%,NA,100%,100%,100%,90.63%,NA,NA,100%,0%,100%,NA,94.99%,100%,100%,100%,NA,100%
T10B10.4 X_+_15190540_15190596_15190663_15191112,T10B10.4,WBGene00011681,T10B10.4,X_+_15190540_15190596_15190663_15191112,44.20%,63.60%,61.93%,46.55%,40.06%,45.27%,54.54%,74.93%,71.29%,68.72%,63.60%,66.40%,59.38%,59.89%,71.68%,69.41%,51.92%,66.06%,38.73%,56.30%,56.94%,66.52%,52.23%,45.78%,47.30%,78.53%,67.96%,73.02%,72.75%,56.75%,51.74%,70.81%,66.25%,72.99%,83.00%,37.34%,70.82%,50.50%,50.51%,64.48%,70.87%,35.43%,67.07%,47.51%,79.32%,52.31%
T10C6.6 V_+_16025601_16026162_16026189_16026472,T10C6.6,WBGene00011688,T10C6.6,V_+_16025601_16026162_16026189_16026472,41.80%,6.25%,41.10%,55.66%,50%,26.67%,31.82%,54.35%,48.55%,77.14%,23.74%,55.56%,10.80%,47.42%,23.07%,45.33%,21.65%,42.56%,25%,28.82%,41.25%,41.00%,31.42%,51.61%,52.32%,17.74%,53.14%,47.50%,42.97%,24.82%,16.55%,26.06%,18.49%,14.61%,NA,46.43%,8.59%,55.77%,64.61%,38.79%,40.75%,48.78%,65.04%,17.78%,24.53%,35.48%
T10E9.4 I_+_6525129_6525693_6525834_6526222,T10E9.4,WBGene00020414,T10E9.4,I_+_6525129_6525693_6525834_6526222,100%,100%,100%,96.83%,100%,100%,NA,NA,100%,100%,100%,NA,100%,100%,89.62%,NA,25%,100%,NA,93.24%,86.11%,100%,89.00%,92.28%,94.58%,95.32%,NA,96.90%,97.71%,100%,86.49%,71.70%,94.95%,91.30%,NA,NA,97.84%,100%,83.22%,92.59%,100%,100%,94.42%,100%,97.56%,98.48%
T10G3.2 V_-_13478723_13478766_13479095_13479648,T10G3.2,WBGene00011693,T10G3.2,V_-_13478723_13478766_13479095_13479648,94.22%,NA,NA,100%,NA,NA,100%,NA,100%,100%,NA,NA,NA,NA,100%,NA,NA,88.02%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,100%,100%,100%,NA,NA,NA,100%,NA,100%,100%,100%,100%,NA,NA,100%
T13H5.1 II_-_8497635_8501365_8501732_8506484,T13H5.1,WBGene00011755,T13H5.1,II_-_8497635_8501365_8501732_8506484,NA,0%,35.58%,33.34%,NA,25%,NA,0%,46.88%,NA,0%,NA,NA,42.86%,NA,7.14%,41.15%,NA,NA,36.52%,0%,NA,49.61%,49.74%,25%,NA,59.29%,25%,23.20%,NA,NA,39.03%,43.27%,40.08%,NA,20.83%,62.05%,NA,20%,0%,42.06%,50%,28.33%,43.34%,NA,44.21%
T19A5.3 V_-_8941580_8941675_8941831_8941921,T19A5.3,WBGene00020554,T19A5.3,V_-_8941580_8941675_8941831_8941921,79.46%,100%,76.68%,95.04%,100%,84.45%,100%,55.60%,61.41%,100%,97.46%,100%,66.67%,80.84%,62%,58.34%,55.72%,57.12%,37.50%,88.79%,25%,60.04%,93.47%,88.51%,77.87%,58.25%,71.98%,14.51%,90.44%,0%,59.27%,80.07%,69.55%,55.41%,100%,61.11%,66.90%,67.36%,95.24%,91.43%,65.96%,81.53%,56.92%,80.95%,76.37%,70.91%
T19A6.1 I_-_8380445_8380910_8380985_8388026,T19A6.1,WBGene00011827,T19A6.1,I_-_8380445_8380910_8380985_8388026,7.07%,4.50%,10.51%,3.12%,0.64%,4.79%,0.31%,4.62%,6.41%,1.56%,3.13%,11.11%,0%,4.84%,12.07%,3.02%,1.39%,3.13%,2.50%,0.79%,5.63%,13.41%,5.26%,7.02%,4.86%,7.12%,11.33%,2.19%,10.52%,12.47%,4.56%,10.60%,7.48%,5.40%,1.09%,0%,3.36%,0.96%,6.78%,16.27%,7.39%,1.60%,5.05%,13.42%,2.63%,5.37%
T21D9.2 X_-_2095848_2095891_2096103_2096828,T21D9.2,WBGene00020645,T21D9.2,X_-_2095848_2095891_2096103_2096828,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,95.00%,100%,NA,NA,100%,100%,NA,100%,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,100%,NA,NA,NA,NA
T22D1.3 IV_+_6914235_6914809_6914845_6915076,T22D1.3,WBGene00020682,T22D1.3,IV_+_6914235_6914809_6914845_6915076,94.71%,82.97%,88.99%,92.14%,100%,86.49%,95.88%,87.95%,92.85%,92.26%,83.60%,91.07%,94.37%,95.47%,94.87%,67.85%,97.75%,92.39%,100%,93.27%,90.09%,86.36%,79%,88.96%,89.76%,94.73%,89.71%,95.40%,96.17%,100%,93.58%,91.46%,90.38%,88.91%,86.61%,97.30%,92.32%,83.13%,89.85%,97.41%,90.12%,90.39%,88.93%,100%,94.65%,90.31%
T22D1.3 IV_+_6916175_6916572_6916622_6916850,T22D1.3,WBGene00020682,T22D1.3,IV_+_6916175_6916572_6916622_6916850,26.05%,16.91%,6.36%,3.93%,0%,49.22%,45.96%,27.33%,20.85%,64.24%,3.52%,3.52%,0%,0.96%,0%,0%,2.51%,32.85%,16.67%,19.38%,66.43%,0%,0.66%,1.01%,2.90%,0%,10.50%,0.33%,0.43%,2.19%,0.93%,0.78%,9.34%,1.74%,0%,1.19%,0.93%,4.30%,3.42%,0%,1.00%,0%,5.56%,0%,0%,3.22%
T23B5.3 IV_+_12694468_12694551_12694652_12696862,T23B5.3,WBGene00011940,T23B5.3,IV_+_12694468_12694551_12694652_12696862,88.24%,83.34%,76.19%,86.46%,100%,100%,72.06%,41.11%,72.73%,69.18%,51.67%,20.54%,51.43%,46.89%,54.72%,27.16%,21.85%,57.71%,16.25%,80.74%,76.25%,100%,66.64%,53.58%,24.41%,95.31%,80.63%,94.93%,78.17%,90.18%,93.52%,94.05%,76.23%,83.09%,100%,32.50%,94.31%,88.96%,67.15%,90.97%,79.86%,22.03%,87.38%,63.54%,71.45%,67.11%
T23E7.2 X_+_17673480_17674117_17674267_17674357,T23E7.2,WBGene00020732,T23E7.2,X_+_17673480_17674117_17674267_17674357,3.94%,63.00%,19.00%,6.81%,10.60%,14.07%,34.21%,22.56%,7.46%,4.17%,12.81%,14.58%,12.36%,15.77%,6.35%,35%,4.12%,3.29%,4.50%,24.94%,11.11%,16.53%,6.91%,14.74%,17.46%,13.58%,11.09%,7.72%,7.67%,9.21%,18.02%,12.42%,13.41%,7.67%,7.15%,0%,9.12%,3.08%,17.38%,14.44%,17.14%,8.83%,4.52%,7.44%,12.75%,4.62%
T23E7.2 X_+_17675249_17675364_17675622_17675762,T23E7.2,WBGene00020732,T23E7.2,X_+_17675249_17675364_17675622_17675762,94.83%,31.75%,84.18%,88.28%,18.75%,75.29%,44.52%,54.76%,94.42%,79.17%,78.37%,100%,41.67%,97.47%,98.54%,45.19%,85.62%,70.25%,82.45%,87.66%,100%,80.29%,85.08%,88.54%,81.13%,70.10%,91.83%,75.04%,81.79%,89.43%,71.90%,70.27%,84.65%,78.18%,100%,76.10%,84.20%,75.26%,90.70%,65.48%,71.60%,83.13%,79.82%,99.42%,88.97%,92.30%
T23E7.2 X_+_17677244_17678670_17678772_17678928,T23E7.2,WBGene00020732,T23E7.2,X_+_17677244_17678670_17678772_17678928,61.93%,93.67%,NA,83.46%,31.92%,NA,100%,NA,93.87%,50.11%,75.03%,NA,NA,86.14%,NA,NA,NA,80.09%,NA,85.47%,NA,NA,NA,NA,NA,NA,NA,84.09%,NA,NA,NA,NA,NA,NA,43.75%,100%,NA,NA,NA,NA,69.66%,NA,NA,69.79%,NA,NA
T23E7.2 X_+_17678772_17678929_17679669_17679920,T23E7.2,WBGene00020732,T23E7.2,X_+_17678772_17678929_17679669_17679920,55.04%,78.79%,NA,61.33%,NA,NA,NA,NA,62.67%,34.17%,NA,NA,27.36%,NA,56.08%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.42%,NA,NA,58.98%,NA,NA,NA,NA,NA,NA,NA,NA,28.22%,54.76%,48.47%,NA,NA,NA,81.75%,NA,NA
T23G5.2 III_-_9234315_9235034_9235160_9235263,T23G5.2,WBGene00011962,T23G5.2,III_-_9234315_9235034_9235160_9235263,99.28%,98.78%,100%,98.01%,100%,100%,98.30%,100%,96.48%,99.17%,100%,100%,93.32%,100%,100%,98.73%,87.53%,100%,100%,100%,98.38%,100%,100%,99.39%,98.46%,100%,75.40%,99.09%,100%,100%,100%,100%,98.87%,97.63%,100%,100%,97.22%,100%,97.19%,100%,99.22%,95.79%,97.04%,100%,100%,96.59%
T23H2.3 I_-_6445542_6445640_6445703_6445851,T23H2.3,WBGene00020742,T23H2.3,I_-_6445542_6445640_6445703_6445851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.16%,14.92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T24B8.3 II_-_9060097_9060854_9060882_9060990,T24B8.3,WBGene00011977,T24B8.3,II_-_9060097_9060854_9060882_9060990,99.45%,97.06%,98.83%,NA,100%,100%,99.50%,98.74%,99.54%,98.56%,99.06%,100%,100%,99.31%,99.54%,96.53%,98.79%,99.46%,98.03%,99.64%,97.49%,98.35%,100%,99.13%,98.08%,98.77%,99.46%,99.19%,98.96%,99.57%,97.54%,99.41%,98.23%,97.57%,98.55%,NA,98.57%,98.78%,98.40%,96.52%,98.90%,99.24%,99.46%,99.12%,99.74%,99.91%
T25B2.2 X_+_6172791_6173208_6173333_6173377,T25B2.2,WBGene00020786,T25B2.2,X_+_6172791_6173208_6173333_6173377,100%,NA,NA,100%,NA,100%,NA,NA,NA,100%,NA,NA,100%,100%,NA,NA,NA,NA,100%,100%,NA,NA,NA,100%,NA,NA,100%,NA,100%,100%,100%,NA,NA,NA,NA,71.78%,100%,NA,100%,NA,NA,NA,100%,NA,NA,100%
T28D6.5 III_+_11338029_11338313_11338415_11338960,T28D6.5,WBGene00012125,T28D6.5,III_+_11338029_11338313_11338415_11338960,NA,7.21%,NA,NA,NA,14.95%,NA,NA,16.41%,NA,9.17%,NA,0.60%,NA,53.81%,NA,NA,NA,17.81%,NA,33.08%,NA,NA,NA,NA,NA,NA,NA,NA,49.59%,NA,NA,NA,NA,NA,NA,47.42%,NA,10.56%,NA,NA,NA,NA,NA,7.13%,NA
T28D6.5 III_+_11340822_11340939_11341097_11341773,T28D6.5,WBGene00012125,T28D6.5,III_+_11340822_11340939_11341097_11341773,96.84%,21.78%,90.07%,93.01%,100%,19.59%,45.39%,42.08%,88.51%,96.01%,98.61%,87.93%,NA,92.78%,94.16%,76.56%,95.68%,87.14%,80%,NA,32.53%,98.89%,NA,90.13%,98.22%,90.95%,86.44%,92.70%,68.88%,77.14%,97.13%,85.71%,86.38%,85.58%,89.58%,79.21%,89.87%,84.03%,99.00%,36.19%,92.98%,96.29%,89.97%,91.84%,76.75%,91.36%
tag-10 II_+_13635762_13636218_13636272_13636749,tag-10,WBGene00006404,C31C9.1,II_+_13635762_13636218_13636272_13636749,67.70%,78.65%,87.02%,100%,NA,50%,66.67%,80.39%,100%,NA,69.45%,66.67%,100%,NA,100%,100%,100%,41.67%,64.59%,87.87%,50%,85.61%,95.41%,88.12%,96.04%,66.90%,65.68%,50%,86.66%,76.76%,81.74%,49.36%,72.29%,71.49%,NA,100%,87.83%,92.01%,76.23%,87.12%,63.54%,69.33%,76.10%,83.34%,50.64%,73.50%
tag-180 II_-_11326261_11326672_11326937_11327084,tag-180,WBGene00007041,T24F1.6,II_-_11326261_11326672_11326937_11327084,100%,100%,88.96%,95.06%,100%,68.89%,100%,88.75%,98.86%,96.83%,100%,100%,91.63%,96.72%,100%,98.89%,98.93%,100%,100%,97.20%,94.05%,86.81%,95.41%,100%,99.63%,94.75%,98.60%,100%,100%,96.66%,98.22%,98.35%,97.88%,100%,100%,79.17%,98.79%,99.69%,96.72%,91.67%,98.98%,93.64%,94.33%,96.42%,100%,96.25%
tag-250 III_-_7921917_7922040_7922123_7923200,tag-250,WBGene00016203,C29E4.5,III_-_7921917_7922040_7922123_7923200,59.25%,93.97%,60.16%,69.23%,10%,79.17%,100%,33.23%,51.68%,60%,71.11%,63.89%,75%,61.11%,33.21%,10.52%,66.72%,87.86%,62.50%,NA,89.58%,25.85%,62.87%,61.38%,72.15%,22.62%,75.30%,72.80%,49.16%,68.20%,78.13%,41.67%,34.92%,54.17%,65%,76.19%,52.49%,39.26%,82.31%,82.47%,72.80%,85.29%,77.78%,66.15%,67.61%,48.95%
tag-273 IV_-_14503724_14504012_14504036_14505030,tag-273,WBGene00013289,Y57G11A.1,IV_-_14503724_14504012_14504036_14505030,26.77%,0%,47.92%,8.33%,0%,10%,50%,28.57%,21.30%,NA,5.56%,8.33%,21.43%,4.17%,15.63%,12.50%,25%,44.29%,8.34%,35.34%,0%,41.87%,15.50%,21.48%,28.42%,18.05%,23.96%,0%,18.82%,12.50%,21.86%,19.35%,20.08%,33.25%,0%,79.17%,4.77%,0%,3.04%,11.26%,34.84%,0%,20.52%,29.17%,16.67%,18.07%
tank-1 V_-_1281387_1281506_1281620_1281696,tank-1,WBGene00004053,ZK1005.1,V_-_1281387_1281506_1281620_1281696,100%,63.75%,80.87%,100%,87.86%,62.83%,58.33%,100%,86.67%,100%,100%,NA,NA,89.18%,NA,100%,100%,100%,16.67%,77.22%,100%,100%,100%,NA,82.89%,58.33%,100%,75.00%,NA,NA,100%,100%,62.79%,77.78%,100%,100%,100%,95.64%,70.83%,NA,71.35%,NA,61.95%,100%,NA,36.67%
tat-1 III_-_12400170_12401395_12402063_12404783,tat-1,WBGene00013034,Y49E10.11,III_-_12400170_12401395_12402063_12404783,37.05%,30.33%,30.29%,41.40%,10%,45.23%,12.50%,36.00%,38.18%,28.82%,33.33%,40%,31.85%,40.48%,44.64%,15.72%,NA,35.80%,27.62%,41.23%,34.45%,56.87%,51.31%,NA,23.13%,54.72%,47.24%,40.23%,59.66%,40.82%,52.67%,42.46%,51.71%,35.86%,33.34%,46.67%,41.88%,25.67%,27.62%,37.14%,28.01%,46.01%,39.66%,38.05%,43.12%,36.94%
tax-6 IV_-_10495266_10496533_10496542_10497966,tax-6,WBGene00006527,C02F4.2,IV_-_10495266_10496533_10496542_10497966,8.03%,1.16%,37.43%,26.23%,14.61%,6.53%,8.86%,2.75%,18.27%,7.96%,5.44%,2.48%,32.01%,49.16%,21.99%,56.40%,85.60%,7.00%,5.93%,9.08%,3.29%,33.24%,62.31%,53.96%,34.82%,40.86%,35.12%,53.04%,46.13%,15.72%,41.14%,23.35%,24.43%,45.95%,83.70%,65.10%,46.44%,35.82%,5.62%,39.47%,15.86%,39.93%,12.32%,79.09%,74.92%,53.68%
tax-6 IV_-_10499709_10500445_10500535_10501019,tax-6,WBGene00006527,C02F4.2,IV_-_10499709_10500445_10500535_10501019,99.56%,99.64%,99.58%,99.96%,100%,99.26%,99.42%,100%,99.77%,100%,99.60%,100%,100%,99.41%,99.87%,99.86%,98.92%,99.77%,99.05%,99.73%,99.85%,97.04%,99.92%,100%,100%,100%,99.84%,98.69%,99.51%,98.72%,NA,99.72%,99.79%,99.29%,98.52%,99.57%,100%,99.97%,99.67%,100%,99.79%,99.88%,99.43%,100%,99.76%,100%
tba-5 I_+_8356240_8356521_8356781_8357576,tba-5,WBGene00006531,F16D3.1,I_+_8356240_8356521_8356781_8357576,96.41%,100%,83.33%,78.17%,NA,94.92%,95.21%,97.07%,94.53%,96.12%,100%,NA,NA,100%,NA,NA,100%,96.41%,NA,93.94%,90.28%,100%,NA,100%,100%,100%,100%,62.50%,100%,100%,100%,100%,96.44%,100%,NA,100%,86.29%,86.11%,100%,NA,97.08%,75%,93.33%,NA,100%,87.30%
tbc-7 X_+_5140614_5140778_5140804_5140924,tbc-7,WBGene00016292,C31H2.1,X_+_5140614_5140778_5140804_5140924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.07%,NA,NA,14.05%,NA
tbc-8 III_+_10367013_10368754_10368882_10369380,tbc-8,WBGene00008018,C38H2.1,III_+_10367013_10368754_10368882_10369380,55.39%,58.34%,89.86%,37.39%,100%,73.65%,59.29%,67.48%,65.32%,85.23%,61.21%,36.79%,12.00%,84.41%,45.98%,97.61%,88.64%,48.44%,44.45%,88.33%,100%,NA,NA,83.05%,87.26%,61.95%,84.53%,85.56%,50.42%,100%,56.16%,66.25%,86.81%,62.84%,59.17%,58.33%,61.36%,74.19%,61.35%,100%,61.40%,79.50%,50.85%,94.38%,NA,94.52%
tcer-1 II_-_7048283_7048437_7048527_7048800,tcer-1,WBGene00022855,ZK1127.9,II_-_7048283_7048437_7048527_7048800,16.43%,13.08%,6.30%,29.33%,11.91%,8.33%,34.82%,39.39%,16.56%,13.55%,11.86%,23.69%,39.47%,19.58%,14.86%,12.82%,15.95%,11.43%,11.11%,30.31%,33.33%,21.79%,25.48%,11.67%,14.22%,16.76%,41.18%,33.95%,32.36%,15.85%,23.26%,21.74%,28.20%,14.07%,16.67%,36.67%,7.28%,11.11%,NA,19.79%,22.24%,17.41%,16.19%,21.53%,12.03%,20.60%
tcer-1 II_-_7048283_7048437_7048725_7048800,tcer-1,WBGene00022855,ZK1127.9,II_-_7048283_7048437_7048725_7048800,16.56%,14.74%,4.87%,21.67%,3.57%,5.56%,10.32%,9.09%,18.39%,12.16%,13.25%,23.69%,9.21%,12.03%,14.86%,13.64%,12.03%,9.87%,11.11%,32.43%,25%,18.64%,NA,NA,16.62%,14.72%,22.22%,NA,NA,11.46%,22.37%,23.13%,20.67%,13.08%,16.67%,20%,5.89%,7.69%,61.52%,15.63%,16.54%,9.40%,12.12%,2.78%,20.30%,18.40%
tcer-1 II_-_7049826_7049885_7049912_7049969,tcer-1,WBGene00022855,ZK1127.9,II_-_7049826_7049885_7049912_7049969,71.04%,56.67%,67.35%,66.39%,91.97%,93.13%,61.46%,72.22%,81.03%,79.54%,51.11%,64.15%,56.65%,54.87%,51.39%,47.39%,40.93%,73.64%,52.50%,65.37%,52.62%,68.61%,69.96%,58.06%,54.90%,56.90%,55.31%,65.41%,62.42%,77.20%,75.60%,64.43%,72.39%,58.49%,34.46%,60.32%,72.81%,72.00%,81.55%,74.71%,71.44%,52.07%,62.17%,46.66%,59.22%,69.70%
tdp-1 II_+_8998307_8998420_8998659_8998747,tdp-1,WBGene00006514,F44G4.4,II_+_8998307_8998420_8998659_8998747,86.72%,95.42%,86.96%,72.72%,100%,75.87%,100%,87.00%,78.18%,95.71%,76.66%,91.67%,88.85%,91.68%,94.55%,88.37%,84.99%,88.13%,66.67%,77.28%,95.49%,89.33%,92.19%,86.16%,95.89%,94.91%,92.37%,68.29%,98.77%,81.42%,94.34%,92.70%,92.85%,90.78%,85.42%,100%,87.22%,96.69%,76.53%,97.60%,90.69%,86.01%,76.59%,69.25%,86.31%,88.47%
tgt-2 V_+_18998879_18999641_18999830_19000426,tgt-2,WBGene00006567,Y39B6A.35,V_+_18998879_18999641_18999830_19000426,93.39%,77.78%,98.41%,98.36%,NA,100%,91.67%,82.22%,100%,100%,91.67%,65%,45%,95.15%,80.65%,100%,100%,100%,NA,88.24%,23.96%,100%,96.25%,97.00%,78.38%,89.49%,93.06%,93.51%,100%,100%,100%,100%,100%,95.76%,100%,64.40%,99.06%,100%,97.05%,100%,95%,97.35%,86.11%,88.10%,87.52%,97.60%
tln-1 I_+_1731573_1732791_1733087_1733295,tln-1,WBGene00006771,Y71G12B.11,I_+_1731573_1732791_1733087_1733295,7.93%,6.38%,7.70%,5.32%,0%,10.56%,2.98%,9.18%,8.85%,4.79%,9.01%,19.70%,1.76%,5.71%,12.87%,4.17%,1.78%,6.06%,15.03%,7.31%,0.60%,22.90%,14.75%,16.32%,6.66%,14.67%,8.74%,5.77%,10.19%,9.94%,19.38%,14.34%,16.49%,15.99%,8.33%,1.79%,9.55%,10.28%,5.56%,7.36%,7.21%,11.34%,5.41%,6.34%,3.08%,21.43%
