"","Gene","WormBase_Gene_ID","Sequence_Name","AS_event_ID","ADL","AFD","AIM","AIN","AIY","ASEL","ASER","ASG","ASI","ASK","AVA","AVE","AVG","AVH","AVK","AVL","AVM","AWA","AWB","AWC","BAG","CAN","DA","DD","DVC","I5","IL1","IL2","LUA","NSM","OLL","OLQ","PHA","PVC","PVD","PVM","RIA","RIC","RIM","RIS","RMD","SMB","SMD","VB","VC","VD"
"Y50D4A.1 V_+_1212568_1213985_1214826","Y50D4A.1","WBGene00021735","Y50D4A.1","V_+_1212568_1213985_1214826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100%",NA,NA,NA,NA,NA,NA,NA,"84.875%","95.2366666666667%",NA,NA,"99.4266666666667%",NA,NA,NA,NA,NA,NA,"50%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C27A7.1 V_+_12133020_12133072_12133486","C27A7.1","WBGene00007753","C27A7.1","V_+_12133020_12133072_12133486","0%",NA,"0%","50%","100%","0%","0%",NA,"0%","0%","0%",NA,NA,"10%","0%",NA,"50%","100%","0%","0%",NA,"0%","0%","0%","8.3325%","0%","0%","6.6675%","0%","0%","0%","0%","9.6325%","0%",NA,NA,"0%","0%","0%",NA,"0%","0%","8.33333333333333%","0%","0%","0%"
"F28C1.3 V_+_12470970_12471152_12471167","F28C1.3","WBGene00009201","F28C1.3","V_+_12470970_12471152_12471167","60.7675%","85.814%","47.3075%","55.714%","30.3033333333333%","66.67%","77.3025%","61.0375%","71.95%","73.7%","37.334%","76.6666666666667%","88.89%","48.41%","41.4425%","76.64%","37.7%","47.795%","62.075%","57.51%","72.5%","79.5166666666667%","27.1075%","46.83%","53.67%","67.3675%","19.0466666666667%","42.0925%","55.4566666666667%","62.77%","53.89%","58.2966666666667%","63.7475%","58.718%","38.885%","100%","66.5316666666667%","67.43%","66.6125%","64.71%","58.422%","39.79%","45.665%","45.3575%","77.05%","45.635%"
"atn-1 V_+_12480610_12480726_12481112","atn-1","WBGene00000228","W04D2.1","V_+_12480610_12480726_12481112","81.7375%","5.484%",NA,"67.73%","39.19%","62.5%","47.875%","78.82%","80.8325%","50%",NA,"93.3333333333333%","76.19%",NA,NA,"83.335%","65.5933333333333%","87.8333333333333%","57.648%",NA,"37.5%",NA,NA,NA,"76.3425%",NA,"53.86%","33.3325%",NA,NA,NA,"75.0233333333333%",NA,NA,"55%","75%","46.4766666666667%","56.615%","78.9575%","29.1233333333333%",NA,"61.906%",NA,"71.995%",NA,NA
"rbm-25 V_+_12499593_12499730_12501273","rbm-25","WBGene00012245","W04D2.6","V_+_12499593_12499730_12501273","5.0475%","25.238%","12.6275%","21.802%","0%","12.5%","7.1425%","25.5625%","27.41%","9.09%","20.8333333333333%","50%","0%","26.1875%","36.6175%","50.7933333333333%","22.0233333333333%","19.0475%","8.33333333333333%","29.8125%","12.5%","6.66666666666667%",NA,"9.28%","22.175%","9.5625%","39.7133333333333%","23.5875%","8.5125%","11.78%","4.875%","6.97666666666667%","11.93%","15.188%","7.145%","10%","12.61%","9.42%","32.14%","5.77%","18.004%","26.944%","10.295%","4.1675%","22.0016666666667%",NA
"rbm-25 V_+_12502232_12502562_12502568","rbm-25","WBGene00012245","W04D2.6","V_+_12502232_12502562_12502568","0%","13.3333333333333%","31.1975%","10%","0%","75%","0%","4.1675%","6.79%","0%","30%","0%","14.285%","5.9325%","0%","0%","0%","4.76333333333333%","0%","6.44%","14.5825%","11.8433333333333%","25.2475%","18.8175%","5.37%","30.4375%","24.4433333333333%","8.3325%","38.0233333333333%","11.6666666666667%","24.705%","32.47%","19.98%","25.702%","0%","0%","9.694%","4.76333333333333%","4.86%","12.5%","6.744%","4%","23.205%","0%","18.342%","7.0675%"
"C30D11.5; C39F7.1 V_+_1260569_1261812_1261818","C30D11.5; C39F7.1","WBGene00201819; WBGene00016538","C30D11.5; C39F7.1","V_+_1260569_1261812_1261818","100%",NA,NA,"33.33%",NA,"0%",NA,NA,"22.2233333333333%",NA,"0%","100%",NA,"45.28%",NA,"0%",NA,"33.33%",NA,"47.2233333333333%",NA,"33.33%",NA,"100%","25%","31.48%","50%",NA,"21.5433333333333%",NA,"18.75%","32.0633333333333%","33.3333333333333%","37.5%","0%","50%","50%","29.9466666666667%","45.835%",NA,"25%",NA,"50%","0%","0%","50%"
"R11D1.1 V_+_12707147_12707187_12707196","R11D1.1","WBGene00011242","R11D1.1","V_+_12707147_12707187_12707196","78.26%","70.03%","77.07%","77.288%","50%","66.67%","54.7633333333333%","79.1675%","76.5266666666667%","69.4433333333333%","60%","80.5566666666667%","100%","63.705%","86.4575%","71.64%","67.46%","77.6775%","100%","68.6066666666667%","52.0825%","87.5%","73.5066666666667%","69.5825%","61.605%","89.98%","21.11%","100%","88.5133333333333%","87.5%","81.76%","87.8266666666667%","66.5925%","65.376%","0%","66.67%","70.685%","45.0966666666667%","64.515%","74.14%","65.172%","67.178%","68.8%","59.4033333333333%","59.558%","75.4975%"
"nid-1 V_+_12913946_12913990_12914439","nid-1","WBGene00003738","F54F3.1","V_+_12913946_12913990_12914439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.2333333333333%",NA,NA,NA,NA,"100%",NA,NA,NA,NA,NA,NA,NA,NA,"100%",NA,"100%",NA,NA,"50%",NA,NA,NA,NA,"87.5%",NA,NA,NA,NA,"97.5%"
"nid-1 V_+_12914135_12914219_12914439","nid-1","WBGene00003738","F54F3.1","V_+_12914135_12914219_12914439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82.835%",NA,NA,NA,NA,NA,"66.4033333333333%",NA,NA,"0%","100%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nid-1 V_+_12914135_12914219_12915814","nid-1","WBGene00003738","F54F3.1","V_+_12914135_12914219_12915814","18.0566666666667%","0%","63.6166666666667%","45.064%","0%","50%","100%","0%","21.43%","0%","54.1675%","33.335%","0%","40.34%","29.365%",NA,"73.1633333333333%","2.56333333333333%","50%","75%","100%","16.2333333333333%","15.8166666666667%","22.765%","52.3533333333333%","58.715%","33.3333333333333%","57.69%","55.175%","42.71%","68.215%","50.9266666666667%","55.3025%","22.79%",NA,"100%","39.7333333333333%","39.3933333333333%","37.5%","14.29%","62.5%","22.75%","36.6675%","25%","26.5%","27.7275%"
"nid-1 V_+_12914135_12914439_12915814","nid-1","WBGene00003738","F54F3.1","V_+_12914135_12914439_12915814",NA,NA,NA,NA,"0%",NA,NA,NA,NA,NA,NA,NA,NA,"20.74%",NA,NA,NA,NA,NA,NA,NA,NA,"15.04%","0%",NA,NA,NA,NA,NA,"13.89%",NA,NA,NA,NA,"75%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pqn-68 V_+_12952694_12952736_12952740","pqn-68","WBGene00004151","T16G1.10","V_+_12952694_12952736_12952740","76.615%","97.778%","51.235%","89.782%","100%","100%","87.5%","70.8325%","53.4766666666667%","71.5275%","85.555%","35.7133333333333%","50%","80.125%","76.17%","90.4766666666667%","69.66%","83.335%","72.2225%","54.28%","69.585%","97.62%","77.85%","72.82%","78.1775%","91.0725%","46.3633333333333%","56.6175%","77.86%","56.25%","69.67%","77%","69.7675%","81.736%","30%","100%","74.4%","82.195%","54.76%","50%","76.642%","72.358%","58.175%","77.5%","40.01%","72.5575%"
"fmi-1 V_+_13027454_13027501_13027507","fmi-1","WBGene00001475","F15B9.7","V_+_13027454_13027501_13027507","100%","100%","96.6125%","95.0783333333333%",NA,"100%","100%","92.8575%","96.2033333333333%","88.89%","100%","100%","66.6666666666667%","96.835%","75.5566666666667%","93.5233333333333%","100%","100%","100%","95.3125%","65%","100%","96.0333333333333%","97.2225%","94.455%","98.8625%","96.0333333333333%","95.77%","98.7666666666667%","100%","90.47%","95.37%","97.145%","98.178%","100%","100%","99.0733333333333%","100%","100%","100%","98.572%","96.875%","98.215%","100%","89.465%","96.4275%"
"C34B4.2 V_+_13087170_13087206_13087223","C34B4.2","WBGene00007907","C34B4.2","V_+_13087170_13087206_13087223","11.9025%","4.872%","12.2325%","3.395%","0%","0%","3.845%","7.14333333333333%","13.6366666666667%","8.3325%","2.77833333333333%","9.52333333333333%","0%","4.7%","3.5725%","6.25%","5.26666666666667%","36.905%","5%","4.7975%","14.285%","5.86333333333333%","5.5075%","7.0825%","6.3375%","6.945%","14.1766666666667%","6.885%","3.90333333333333%","0%","12.2%","5.25333333333333%","3.19%","7.888%","0%","1.785%","7.70166666666667%","1.5625%","9.415%","0%","6.95%","8.834%","6.9525%","1.1375%","6.80666666666667%","10.0275%"
"him-17 V_+_13176749_13176793_13176800","him-17","WBGene00001874","T09E8.2","V_+_13176749_13176793_13176800","9.09%","10%","5.03%","1.428%","5.555%","0%","0%","0%","0%","0%","0%","9.52333333333333%","0%","1.785%","16.6666666666667%","0%","0%","2.7775%","0%","0%","0%","0%","4.67666666666667%","3.6325%","0%","2.0825%","0%","0%","3.33333333333333%","14.1266666666667%","13.315%","0%","2.7775%","6.178%","0%",NA,"0.695%","0%","9.63%","10.53%","0%","2.5%","0.8925%","27.7775%","0%","4.3925%"
"sri-6 V_+_13185842_13186045_13186127","sri-6","WBGene00005518","T09E8.5","V_+_13185842_13186045_13186127","81.445%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C50B6.3 V_+_13314519_13314602_13314608","C50B6.3","WBGene00008219","C50B6.3","V_+_13314519_13314602_13314608","28.125%","60%","41.8125%","22.094%","25%","100%","0%","33.3325%","29.89%","25%","47.2216666666667%","0%","33.3333333333333%","12.2025%","36.905%","0%","16.11%","43.75%","66.6666666666667%","31.2725%","0%","32.1433333333333%","50.2225%","53.1975%","7.175%","69.6225%","48.29%","19.5975%","57.5566666666667%","68.18%","76.38%","58.81%","64.99%","44.654%","16.665%","50%","51.6616666666667%","6.66666666666667%","23.3325%","14.2866666666667%","18.788%","44.2%","48.2125%","36.2966666666667%","24.1983333333333%","41.0275%"
"F32H5.3 V_+_13359506_13359548_13359557","F32H5.3","WBGene00009349","F32H5.3","V_+_13359506_13359548_13359557","17.3066666666667%","45.8325%","47.41%","56.6975%","0%","0%","33.335%","0%","12.5%","100%","87.5%","100%",NA,"38.89%","62.9633333333333%","0%","53.3333333333333%","66.6666666666667%","75%","69.6425%","50%","61.7266666666667%","50%","50%","48.4833333333333%","74.0766666666667%","38.0333333333333%","0%","83.335%","57.1433333333333%","20.835%","72.2233333333333%","45.105%","49.166%",NA,"100%","51.39%","100%","16.6666666666667%","0%","68.564%","42.5%","37.5%","38.8866666666667%","66.665%","49.465%"
"C56A3.8 V_+_13561739_13561791_13561796","C56A3.8","WBGene00008346","C56A3.8","V_+_13561739_13561791_13561796","94.4433333333333%","100%","82.1425%","88.89%","100%","50%","88.89%","100%","100%","100%","56%",NA,NA,"87.5%","70.8325%",NA,"75%","92.855%","0%","76.3875%",NA,"86.6666666666667%","56.3566666666667%","90.2766666666667%","85.71%","63.5425%","100%","64.29%","63.5425%","66.6666666666667%","75.48%","81.6666666666667%","82.64%","86.155%",NA,"100%","94%","100%","35.715%","37.5%","71.666%","100%","88.6366666666667%","100%","59.0975%","72.9175%"
"bir-2 V_+_13568996_13569036_13569049","bir-2","WBGene00000250","C50B8.2","V_+_13568996_13569036_13569049",NA,NA,"85.07%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88.1825%",NA,NA,"93.3333333333333%",NA,NA,"49.1733333333333%",NA,NA,"97.2233333333333%",NA,NA,"90.385%",NA,NA,"87.58%",NA,"91.34%",NA,"96.6675%","99.075%",NA,"83.33%",NA,NA,NA,NA,NA,NA,NA,"100%",NA,"96.4275%"
"C50B8.6 V_+_13579496_13579645_13580391","C50B8.6","WBGene00008228","C50B8.6","V_+_13579496_13579645_13580391","88.89%","100%","60%","87.5%","0%",NA,NA,"100%","75%","33.3333333333333%","50%",NA,"100%","60%","75%","100%","75%","100%","100%","100%",NA,NA,"96.08%","100%","100%","65.455%","50%","66.6666666666667%","85%",NA,"80.435%","97.2233333333333%","85%","98.53%",NA,NA,"80%","78.57%","88.235%","90.91%","100%","100%","66.6675%","47.2233333333333%","100%",NA
"F20G2.6 V_+_13764711_13765224_13765227","F20G2.6","WBGene00008989","F20G2.6","V_+_13764711_13765224_13765227","67.5625%","100%","59.1775%","69.405%",NA,"65.3033333333333%","76.92%","64.2425%","52.4325%","69.29%","80.5566666666667%","100%","100%","66.6666666666667%","50%","66.6666666666667%","60%","68.05%","61.8675%","75.9375%","50%","57.1433333333333%","77.7766666666667%","75%","94.445%","75%","57.4066666666667%","27.7766666666667%","47.2233333333333%","62.89%","41.665%","96.6666666666667%","72.6075%","63.89%","100%","0%","75%","71.375%","91.2875%","100%","66.526%","57.428%","70%","100%","62.5%","89.015%"
"sel-10 V_+_13819587_13819628_13819634","sel-10","WBGene00004767","F55B12.3","V_+_13819587_13819628_13819634","14.245%","6.28%","20.3225%","17.136%","38.46%","16.6666666666667%","10.4575%","9.8225%","16.9233333333333%","2.0825%","29.3516666666667%","8.335%","0%","24.5975%","10.8325%","2.38%","7.61666666666667%","14.285%","2%","6.6475%","5%","16.54%","40.1825%","18.73%","14.6225%","47.39%","0%","11.275%","50.9666666666667%","43.07%","65.815%","53.2833333333333%","39.425%","32.362%","0%","32.145%","29.4733333333333%","21.6875%","15.1525%","28.57%","17.132%","15.012%","11.3025%","21.81%","23.7966666666667%","24.9525%"
"srw-145 V_+_13938807_13939075_13939297","srw-145","WBGene00011197","R10D12.17","V_+_13938807_13939075_13939297",NA,"0%","100%",NA,NA,NA,"100%","100%","100%",NA,"0%",NA,NA,NA,NA,"0%",NA,NA,NA,"100%",NA,NA,"100%","100%",NA,"66.67%",NA,NA,"100%",NA,"100%","100%","75.09%","100%",NA,NA,"50%",NA,"100%",NA,"100%","100%",NA,NA,"100%","100%"
"R10D12.13 V_+_13962562_13962611_13962678","R10D12.13","WBGene00011194","R10D12.13","V_+_13962562_13962611_13962678","50.9825%","75%","47.725%","64.268%",NA,"0%","0%","58.73%","56.345%","66.6675%","100%","50%",NA,"60.625%","46.6675%","41.6066666666667%","50.0466666666667%","55.5566666666667%","0%","20.1066666666667%","66.6666666666667%","44.95%","32.0933333333333%","81.48%","88.5425%","66.5175%","30.5566666666667%","17.5%","27.225%","91.175%","49.815%","41.8166666666667%","33.6125%","43.11%","100%","50%","51.9833333333333%","57.1433333333333%","45.9525%","100%","59.112%","22.548%","38.32%","0%","64.454%","59.2725%"
"R10D12.13 V_+_13962727_13962769_13962775","R10D12.13","WBGene00011194","R10D12.13","V_+_13962727_13962769_13962775","13.3325%","0%","49.285%","15.666%","53.57%","12.5%","0%","11.11%","22.9433333333333%","50%","20%","11.11%",NA,"25%","44.6425%","33.3333333333333%","16.5666666666667%","62.5%","0%","26.1066666666667%","0%","44.4433333333333%","36.0725%","53.475%","12.1775%","43.61%","26.6666666666667%","6.06%","52.2725%","66.6666666666667%","58.18%","52.22%","50.2975%","47.77%","0%","0%","31.915%","27.7766666666667%","22.1775%","55.56%","43.026%","59%","28.365%","66.6666666666667%","7.67833333333333%","17.87%"
"sao-1 V_+_13964598_13964757_13964930","sao-1","WBGene00011195","R10D12.14","V_+_13964598_13964757_13964930",NA,NA,NA,NA,NA,"62.5066666666667%",NA,NA,NA,NA,NA,NA,"48.61%",NA,NA,"59.3733333333333%",NA,"65.21%","92.5933333333333%",NA,"74.68%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55%","42.9183333333333%",NA,"90.565%",NA,NA,NA,NA,NA,NA,NA
"sao-1 V_+_13965069_13965110_13965116","sao-1","WBGene00011195","R10D12.14","V_+_13965069_13965110_13965116","1.4675%","4.51%","2.58%","0%","0%","2.56333333333333%","2.1425%","0%","0.925%","6.355%","0%","0%","0%","5.1%","3.5225%","0%","3.45666666666667%","0%","0%","0.9375%","2.2725%","0.53%","11.675%","0.5625%","1.0725%","6.0875%","0%","1.9225%","2.2375%","8.29%","6.29%","0.723333333333333%","4.6575%","6.146%","0%","0%","3.23166666666667%","0.3675%","0.695%","1.70666666666667%","3.38%","2.89%","1.645%","5%","3.91166666666667%","2.9825%"
"droe-4 V_+_13993097_13993162_13993198","droe-4","WBGene00010262","F58E10.7","V_+_13993097_13993162_13993198","100%","99.962%","99.6%","100%","100%","99.9366666666667%","100%","99.93%","100%","99.88%","100%","100%","100%","100%","100%","100%","100%","99.945%","99.92%","99.7525%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","99.2766666666667%","100%","100%","100%","100%","99.835%","100%","100%","100%","99.852%","100%","99.75%","100%","100%","100%"
"D1086.10 V_+_14083237_14083284_14083294","D1086.10","WBGene00044080","D1086.10","V_+_14083237_14083284_14083294","100%","100%","99.9225%","99.966%","100%","100%","90.4766666666667%","100%","100%","99.55%","99.6383333333333%","100%","100%","99.9025%","100%","100%","99.0466666666667%","100%","100%","100%","100%","98.9833333333333%","99.365%","100%","100%","100%","100%","100%","99.3825%","100%","99.835%","100%","99.135%","99.7%",NA,"100%","100%","100%","100%","100%","99.9125%","100%","100%","99.7733333333333%","100%","100%"
"ints-2 V_+_14190121_14190160_14190172","ints-2","WBGene00013877","ZC376.6","V_+_14190121_14190160_14190172","10%","0%","33.9%","15%","50%","50%","0%","0%","10.2566666666667%","33.335%","66.6666666666667%","0%","0%","33.485%","11.11%","0%","0%","0%","0%","0%","0%","60%","38.0675%","10.715%","8.46666666666667%","56.9425%","0%","25%","25.2866666666667%",NA,"44.885%","0%","16.6666666666667%","57.38%",NA,"0%","6.87666666666667%","23.08%","7.74%","0%","32%","9.524%","16.6675%","100%","4%","15.435%"
"atfs-1 V_+_14196286_14196331_14196337","atfs-1","WBGene00013878","ZC376.7","V_+_14196286_14196331_14196337","13.17%","1.538%","27.4475%","10.374%","0%","0%","18.75%","22.0825%","13.6733333333333%","10.3725%","33.3333333333333%","36.6666666666667%","13.0733333333333%","10.9775%","17.7%","6.25%","16.2133333333333%","6.25%","0%","0.41%","17.8566666666667%","15.4766666666667%","42.7366666666667%","24.73%","13.4925%","43.7525%","15.5833333333333%","17.2775%","50.28%","43.2%","46.925%","37.5366666666667%","24.41%","23.97%","0%","12.5%","30.65%","15.155%","12.065%","14.14%","14.114%","15.956%","13.2425%","29.0475%","13.25%","20.6675%"
"F53E2.2; unc-60 V_+_1475141_1475310_1476880","F53E2.2; unc-60","WBGene00302980; WBGene00006794","F53E2.2; C38C3.5","V_+_1475141_1475310_1476880","54.32%","44.92%","34.9425%","56.555%","70%","23.865%","52.4775%","46.345%","59.9533333333333%","49.495%","43.4916666666667%","55.7133333333333%","4.44333333333333%","51.545%","49.22%","31.68%","43.99%","47.4825%","46.972%","64.535%","61.11%","46.8633333333333%","55.4925%","38.905%","41.7475%","47.3475%","53.2833333333333%","53.58%","28.785%","56.9966666666667%","45.04%","58.0133333333333%","54.5675%","58.014%","21.43%","58.335%","47.695%","56.58%","39.6525%","68.48%","47.058%","54.962%","44.8775%","57.2925%","57.662%","33.8225%"
"C30G7.2 V_+_14937164_14937805_14937811","C30G7.2","WBGene00044176","C30G7.2","V_+_14937164_14937805_14937811","71.4175%","56.242%","74.1825%","69.3916666666667%","59.41%","75.0233333333333%","71.9575%","70.8775%","66.9675%","69.3825%","74.1566666666667%","70.3366666666667%","61.02%","71.0725%","67.2175%","63.7866666666667%","71.2166666666667%","65.625%","44.016%","60.8575%","76.11%","71.76%","68.355%","72.9875%","71.2525%","63.4975%","63.6%","68.985%","69.69%","59.97%","69.71%","68.9533333333333%","64.615%","68.72%","73.75%","69.82%","68.37%","65.295%","70.2575%","66.12%","70.308%","70.348%","72.99%","77.3275%","62.295%","79.98%"
"unc-76 V_+_15077092_15077573_15078350","unc-76","WBGene00006808","C01G10.11","V_+_15077092_15077573_15078350","7.3725%","2.548%",NA,NA,"17.13%","6.53333333333333%",NA,"6.94%",NA,NA,"0.553333333333333%",NA,"1.23333333333333%",NA,NA,"2.98%",NA,"10.015%","16.358%","3.965%","6.19%",NA,"12.555%",NA,NA,"28.1975%",NA,NA,NA,NA,NA,NA,"10%",NA,NA,NA,"7.63833333333333%",NA,"3.36%","8.16333333333333%",NA,NA,NA,NA,NA,NA
"cyb-3 V_+_15395758_15395809_15395812","cyb-3","WBGene00000868","T06E6.2","V_+_15395758_15395809_15395812","99.18%","96%","99.52%","99.398%","100%","98.55%","100%","100%","100%","100%","98.5716666666667%","97.62%","81.82%","97.1025%","98.215%","100%","98.83%","100%","100%","97.19%","100%","96.08%","99.5375%","98.735%","100%","98.2125%","100%","96.125%","99.305%","99.66%","95.135%","100%","95.8975%","98.626%","100%","100%","99.485%","99.0575%","96.5075%","98.78%","99.23%","100%","96.575%","97.7425%","96.538%","98.7225%"
"T10C6.6 V_+_16025601_16026161_16026472","T10C6.6","WBGene00011688","T10C6.6","V_+_16025601_16026161_16026472","42.4625%","6.25%",NA,"55.7083333333333%","50%","60%","36.8175%","55.3575%","48.61%","80.9533333333333%","22.7566666666667%","44.4433333333333%","12.5%","49.505%","25.8925%","46.43%","23.5966666666667%","52.9775%","25%",NA,"35.8325%",NA,NA,"49.77%","53.585%","18.6375%","51.48%","46.59%",NA,"23.7033333333333%",NA,"27.2233333333333%","22.075%","16.036%","100%","67.855%","11.726%","55.77%","63.395%","40.2766666666667%","38.812%","47.146%",NA,"17.7766666666667%","27.76%","34.815%"
"W08G11.3 V_+_16370770_16370835_16370841","W08G11.3","WBGene00012347","W08G11.3","V_+_16370770_16370835_16370841","26.73%","9.524%","24.565%","10%","0%","11.11%","0%","3.535%","22.865%","0%","17.9033333333333%","21.43%","11.11%","8.9%","31.25%","26.6266666666667%","11.4733333333333%","13.4925%","0%","8.7175%","8.36%","34.57%","42.905%","25.615%","5.63%","40.87%","6.66666666666667%","12.0725%","79.18%","34.2866666666667%","53.165%","9.97%","27.34%","29.928%","0%","0%","7.38166666666667%","12.5%","11.87%","40%","10.346%","6.496%","10.9525%","23.5725%","6.845%","18.6675%"
"dkf-2 V_+_16766445_16766590_16766596","dkf-2","WBGene00012019","T25E12.4","V_+_16766445_16766590_16766596","5.06%","0.58%","1.5625%","0.261666666666667%","19.23%","0.64%","0.245%","0%","0%","1.3525%","1.66666666666667%","13.3333333333333%","2.22333333333333%","0.38%","5.1125%","0%","0%","1.3075%","0.735%","0%","0.8625%","6.66666666666667%","6.61%","14.4%","0.23%","5.36%","0%","0%","21.22%","23.81%","18.515%","8.81333333333333%","7.125%","5.824%","0%","0%","1.28666666666667%","0%","0.64%","5.12666666666667%","0.378%","0%","1.495%","0%","51.904%","1.0875%"
"dkf-2 V_+_16767870_16768004_16768397","dkf-2","WBGene00012019","T25E12.4","V_+_16767870_16768004_16768397","4.88%","6.34%","2.2%","1.21833333333333%","1.39%","11.43%","5.795%","4.2075%","5.21666666666667%",NA,"0.876666666666667%","8.45666666666667%","0%","3.8625%","2.7175%","30.2533333333333%","2.56333333333333%",NA,"6.278%","0.5875%","5.7075%","6.14333333333333%","1.41%","0%","0%","26.7025%",NA,"46.4125%","6.63%","0%","4.495%","13.0333333333333%","8.355%","5.424%","33.335%",NA,"11.1566666666667%",NA,"0.815%","6.72333333333333%",NA,"0%","2.18%","28.765%","4%","14.0975%"
"dkf-2 V_+_16769009_16769567_16769629","dkf-2","WBGene00012019","T25E12.4","V_+_16769009_16769567_16769629","1.945%","10.236%","0.615%","3.18833333333333%","0%","0%","5.1375%","0.6575%","0.476666666666667%","0.5825%","0%","0%","0%","2.0425%","1.2475%","0.303333333333333%","3.34%","2.395%","7.748%","1.5775%","4.365%","6.06%","0%","0.7575%","1.9525%","0.8825%","1.57%","0%","0%","0%","2.78%","2.77666666666667%","0.43%","1.904%","0%","0%","1.32333333333333%","1.21%","0.88%","0%","3.026%","0.85%","1.72%","0%","0%","0.9625%"
"cand-1 V_+_16804403_16805066_16805072","cand-1","WBGene00013606","Y102A5A.1","V_+_16804403_16805066_16805072","4.8575%","5.466%","13.41%","8.14%","23.53%","6.20333333333333%","3.125%","0%","3.25333333333333%","0.8075%","16.3183333333333%","15.03%","6.06%","7.915%","10.585%","2.66666666666667%","4.53666666666667%","12.3725%","0%","12.44%","1.8525%","0%","23.47%","11.755%","3.505%","21.7725%","1.11%","1.645%","47.1775%","30.1733333333333%","35.6%","24.81%","27.0475%","17.572%","0%","4.35%","11.7283333333333%","6.17%","6.2275%","11.11%","9.802%","7.562%","7.48%","12.5%","16.5216666666667%","9.0375%"
"sls-1.2; sls-1.3; sls-1.4 V_+_17118176_17514830_17660301","sls-1.2; sls-1.3; sls-1.4","WBGene00077479; WBGene00077480; WBGene00077481","Y102A5D.14; Y102A5D.15; Y102A5D.16","V_+_17118176_17514830_17660301","5.0425%","5%","10.205%","8.365%","0%","0%","13.255%","15.445%","32.195%","9.89%","6.25%","0%","0%","8.79%","4.3075%","8.48333333333333%","11.7433333333333%","11.4075%","3.778%","1.845%","25%","12.6666666666667%","16.0533333333333%","9.4%","5.1725%","11.195%","3.33333333333333%","10.015%","6.11%","20.5466666666667%","11.535%","10.8333333333333%","15.0775%","17%","0%","16.665%","4.01833333333333%","1.39%","0.8925%","2.15%","12.536%","9.616%","9.855%","6.415%","13.4766666666667%","8.76%"
"sls-1.2; sls-1.3 V_+_17118176_17514830_17725002","sls-1.2; sls-1.3","WBGene00077479; WBGene00077480","Y102A5D.14; Y102A5D.15","V_+_17118176_17514830_17725002","78.005%","93.334%","62.2575%","81.38%","43.75%","92.8566666666667%","84.8225%","60.4175%","73.94%","61.9033333333333%","81.005%","87.9633333333333%","80.9533333333333%","77.0075%","78.655%","95.455%","87.33%","91.2875%","79.1675%","72.3175%","76.9425%","79.0133333333333%","81.685%","74.55%","59.6275%","73.75%","68.27%","91.9875%","85.9433333333333%","85.84%","90.065%","70.7566666666667%","79.825%","85.726%","100%","62.5%","91.3883333333333%","85.3725%","75.4175%","57.5766666666667%","72.682%","71.6%","68.865%","95%","89.492%","81.6425%"
"sls-1.11; sls-1.2; sls-1.4; sls-1.6; sls-1.7 V_+_17118176_17660301_17725002","sls-1.11; sls-1.2; sls-1.4; sls-1.6; sls-1.7","WBGene00077487; WBGene00077479; WBGene00077481; WBGene00077483; WBGene00077484","ZK218.21; Y102A5D.14; Y102A5D.16; Y102A5D.18; Y102A5D.19","V_+_17118176_17660301_17725002","20.6175%","12.996%","37.27%","15.376%","0%","19.11%","21.39%","11.01%","1.90333333333333%","19.6425%","33.858%","33.3333333333333%","28.57%","9.755%","25.72%","0%","12.5966666666667%","35.03%","16.6675%","29.4475%","8.3325%","5.34%","18.9166666666667%","10.175%","6.0175%","13.055%","18.8033333333333%","35.6125%","41.6266666666667%","34.92%","37.5%","13.49%","32.515%","34.242%","0%","33.33%","52.95%","7.03%","10.605%","33.3333333333333%","10.746%","8.104%","18.915%","11.11%","14.242%","26.98%"
"Y108G3AL.2 V_+_171356_172864_176677","Y108G3AL.2","WBGene00022434","Y108G3AL.2","V_+_171356_172864_176677",NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.75%",NA,NA,NA,NA,NA,NA,NA,"35.5825%",NA,NA,NA,"0%","21.0225%",NA,NA,NA,NA,NA,NA,NA,"31.25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.09%"
